row_id,efficiency_binning_quantile,eff_times_minutes_binning_quantile,scoring_impact_binning_quantile,eff_per_point_binning_quantile,eff_per_min_binning_quantile,scoring_volume_binning_quantile
5287,13,5,4,4,3,4
292,3,1,2,2,5,1
2997,20,6,6,5,6,5
961,8,2,3,2,6,2
7304,9,3,4,1,3,4
2363,9,3,3,3,5,3
3095,16,6,6,1,2,6
9000,4,1,1,5,6,1
6200,18,5,5,6,5,4
8139,9,3,3,4,4,3
6290,15,5,4,6,2,4
1254,4,1,2,2,6,1
1407,9,3,3,5,3,3
6751,11,4,4,2,3,4
8545,7,3,2,4,3,3
3778,16,6,5,3,2,6
595,6,2,3,2,3,3
3054,7,2,3,3,4,3
7157,18,6,6,5,4,6
4380,11,5,5,1,1,6
3796,16,5,5,4,4,5
8909,2,1,1,4,1,1
5324,13,3,4,4,6,3
8031,13,5,4,5,2,4
7237,17,5,5,6,5,5
7349,7,3,3,2,1,4
2583,15,5,5,5,4,4
7587,11,3,4,4,6,3
1331,8,2,2,5,5,2
3951,1,1,1,1,1,1
2575,14,5,5,3,2,6
6382,12,5,4,2,1,5
1056,11,4,4,2,4,4
3523,2,1,1,6,5,1
2150,4,2,2,4,3,2
5634,16,4,4,6,6,3
2868,17,6,6,4,3,6
928,16,4,5,2,6,5
7156,6,3,3,1,2,3
7458,11,4,4,1,3,5
8889,12,4,4,3,5,4
8458,16,5,5,5,4,5
5740,8,3,3,2,3,4
7486,18,6,6,2,5,6
7617,8,2,3,4,6,2
7045,18,5,6,5,6,5
5577,14,5,4,5,3,4
5466,8,3,2,6,2,2
7114,10,4,4,1,2,5
4750,7,3,2,6,2,2
2292,17,5,6,2,4,6
7772,19,6,6,4,5,6
4711,20,6,6,4,5,6
6441,11,4,5,1,3,5
3957,19,6,6,6,5,5
2570,16,6,5,5,1,6
1375,3,2,1,6,1,1
7996,3,2,1,4,1,2
7788,7,3,3,1,2,4
6059,15,5,5,2,5,5
2524,8,4,3,3,1,4
8576,14,5,4,6,4,4
6638,3,1,1,2,6,1
1747,14,5,5,1,3,6
4906,10,4,4,3,1,5
5769,18,6,5,5,5,5
4919,2,1,1,1,1,2
6465,13,5,4,5,2,4
5824,5,3,2,3,1,3
8460,10,4,2,6,3,3
5866,16,5,6,2,5,5
2679,3,2,1,6,1,2
8363,15,5,6,1,4,6
8146,17,5,6,4,5,5
3072,3,1,1,2,3,2
1551,18,6,6,4,4,6
6437,18,5,6,2,5,6
2996,12,5,4,2,2,5
2274,9,4,3,2,1,5
4190,11,5,4,2,2,5
1200,20,6,6,4,5,6
4706,1,1,1,2,1,1
7733,15,4,5,3,6,4
484,4,2,2,1,1,3
8881,18,6,6,5,5,5
8729,15,4,5,2,6,4
1795,4,2,2,1,1,3
458,20,6,6,3,5,6
5572,11,3,4,4,6,3
1035,10,4,4,3,1,5
4428,6,2,2,3,6,2
5913,11,4,4,4,3,4
922,1,1,1,4,1,1
8556,2,1,1,5,1,1
4031,15,4,6,1,6,5
6395,9,2,4,1,6,2
3716,3,2,2,1,1,2
4620,4,2,3,1,4,3
8751,13,5,4,5,3,4
8986,16,5,5,2,4,5
5574,16,5,6,1,4,6
749,13,4,4,4,6,3
3711,18,6,5,5,3,6
6986,6,3,2,4,2,2
3419,10,4,4,3,3,4
1727,1,1,1,6,1,1
6951,3,1,1,2,2,2
4333,2,1,1,6,4,1
4166,4,1,1,6,4,1
8925,19,6,6,5,5,6
2374,2,1,1,6,4,1
8816,1,1,1,4,1,1
2889,6,2,3,1,4,3
5858,3,1,1,4,5,1
2255,9,4,4,1,1,5
3078,18,6,6,2,2,6
1264,5,2,1,6,2,1
3571,9,4,3,2,2,4
2493,7,1,3,2,6,2
665,12,4,3,6,4,3
6694,17,6,6,1,3,6
842,5,1,3,1,6,3
5247,12,4,5,2,3,5
5553,8,2,3,2,6,2
834,5,2,2,2,4,2
2111,6,2,2,5,5,2
873,1,1,1,1,1,2
7701,4,2,1,5,3,1
7656,19,6,6,4,6,6
5818,13,4,4,4,6,4
5720,14,5,4,5,2,5
5012,13,5,4,5,3,4
2940,3,1,2,1,4,2
5215,6,2,3,1,3,3
3071,7,2,2,6,5,1
1616,19,6,6,2,4,6
6867,20,6,6,6,6,6
6912,11,4,4,1,2,5
5004,15,5,5,2,3,5
3626,12,4,4,4,3,4
3533,1,1,1,6,1,1
412,3,1,1,6,1,1
8899,17,6,5,4,3,6
3906,1,1,1,3,1,1
3899,14,5,5,3,3,5
7753,11,3,3,6,6,2
4962,8,2,2,6,6,1
6196,12,4,4,3,2,5
605,19,6,6,4,5,6
31,17,5,5,4,5,5
264,12,5,4,2,2,5
1431,19,6,6,3,5,6
248,1,1,1,3,5,1
853,14,5,5,3,2,5
1651,16,5,4,6,6,3
4289,16,6,5,4,3,5
200,8,3,3,4,3,3
533,13,5,5,2,1,6
5273,4,2,2,3,2,2
5653,6,3,3,1,1,4
4901,13,5,5,2,3,5
5120,19,6,6,3,3,6
456,12,4,4,4,4,4
5242,11,4,4,3,4,4
7520,5,2,2,3,3,2
8272,20,6,6,5,5,6
7136,2,1,1,3,2,1
3543,3,2,2,1,1,3
4641,14,5,5,2,3,5
8164,6,2,2,4,5,2
6593,12,5,3,6,2,4
8775,4,2,2,4,1,2
7641,16,5,6,2,5,5
4884,4,2,1,6,2,1
4468,4,2,2,4,2,2
3439,7,3,3,3,2,3
5264,14,5,5,3,2,5
7180,3,1,1,6,4,1
6027,6,2,3,1,4,3
8282,1,1,1,6,1,1
5711,6,3,3,2,1,4
5050,10,3,3,4,5,3
218,6,2,3,2,2,3
1006,4,2,2,3,1,2
4004,14,5,5,3,2,5
3152,8,3,3,2,5,3
2549,18,6,6,3,4,6
7146,18,5,6,1,6,6
3280,7,3,3,3,4,3
1671,6,2,3,1,5,2
8561,15,5,4,6,3,4
2866,13,5,4,5,2,4
676,2,1,1,6,2,1
4295,3,1,1,6,5,1
6688,18,6,6,2,4,6
4305,13,4,4,5,6,3
230,5,1,2,3,6,1
7934,13,5,4,4,3,4
4085,8,2,2,5,5,2
2003,9,4,3,2,1,4
7692,20,6,6,2,5,6
6826,1,1,1,3,2,1
4202,13,5,5,1,3,5
6898,5,2,2,5,4,2
5036,5,2,2,3,3,2
5965,10,3,4,3,4,4
3019,3,2,1,6,2,1
8826,1,1,1,1,1,1
7336,9,3,3,4,4,3
5732,5,1,1,6,5,1
8960,16,5,5,6,5,4
2642,3,2,1,6,1,1
1702,7,3,2,4,1,3
6371,16,5,6,2,4,6
6717,3,1,1,2,6,1
8222,7,3,3,1,3,3
338,2,1,1,6,1,1
3935,16,5,5,3,6,5
4542,18,6,6,3,4,6
6745,13,4,5,2,3,5
2088,9,2,3,5,6,2
5835,11,3,3,6,6,2
2112,2,1,1,4,1,1
6755,16,6,5,3,1,6
4104,2,1,1,3,1,1
97,15,4,5,2,6,5
5602,3,1,2,1,2,2
3166,11,4,4,2,4,4
4376,8,3,3,3,4,3
2596,9,3,3,3,5,3
6783,4,1,1,6,5,1
6211,16,5,6,3,5,5
8941,3,1,1,6,4,1
8278,19,6,6,3,5,6
2222,16,5,5,4,5,5
1018,17,5,5,6,5,4
8348,3,2,2,1,1,3
3995,3,2,2,1,1,3
3978,13,4,3,6,6,2
351,2,1,1,2,1,1
6062,10,3,3,5,5,3
6575,15,4,4,5,6,4
2763,8,3,3,2,4,3
3499,1,1,1,2,1,1
8846,20,6,6,2,5,6
5465,1,1,1,,1,1
4160,16,6,6,1,3,6
8702,16,5,5,5,4,4
4508,10,4,3,5,3,3
4656,20,6,6,5,4,6
3123,6,2,2,5,5,2
6510,9,4,3,6,2,3
5211,8,4,4,1,1,5
743,18,6,6,3,3,6
181,14,4,4,4,5,4
1116,16,6,5,3,3,6
3065,11,4,4,2,2,5
350,2,2,1,1,1,3
7846,2,2,2,1,1,3
4696,16,4,5,4,6,4
7823,10,2,3,5,6,2
4639,1,1,1,1,1,1
3414,13,5,5,1,3,5
7537,12,4,4,2,3,5
82,16,6,6,2,3,6
4605,2,1,1,5,1,1
8590,6,2,3,1,5,3
2883,16,5,5,4,5,5
832,17,5,5,4,5,5
6977,6,3,2,5,1,3
1569,3,2,2,1,1,2
8748,5,2,2,1,3,3
5420,12,5,5,1,2,5
2313,1,1,1,1,1,1
4472,15,5,5,4,3,5
6716,5,2,2,5,4,2
1502,17,5,5,6,5,4
7560,9,2,3,4,6,2
1298,8,4,3,4,1,4
1946,1,1,1,3,1,1
2914,1,1,1,1,1,1
1223,17,5,5,5,5,5
8654,18,6,6,5,5,5
4241,13,4,5,1,6,4
4355,4,3,2,1,1,4
7190,2,2,1,6,1,1
711,9,3,4,1,5,3
7338,6,2,2,5,4,2
2623,7,3,2,5,2,3
4801,6,2,2,4,3,2
6650,8,2,3,4,5,2
4360,16,5,5,4,6,5
1732,3,2,2,2,2,2
5040,1,1,1,6,1,1
4263,2,1,1,6,1,1
4052,9,4,3,2,1,5
3932,10,4,3,4,3,4
6467,5,2,2,3,2,2
8294,7,3,3,1,3,3
1140,1,1,1,1,3,1
3768,9,4,3,4,2,4
2128,3,2,1,6,1,2
6459,5,2,2,1,5,2
2253,12,4,5,1,4,5
2146,12,4,3,5,3,4
4673,9,3,3,6,3,3
1278,3,2,2,1,1,3
173,8,4,3,4,1,3
8147,13,5,5,2,2,5
5065,1,1,1,1,1,1
3195,10,4,4,1,2,5
6730,18,5,5,5,6,4
3300,7,3,3,1,1,4
3828,18,6,6,1,4,6
4388,13,5,5,3,3,5
2908,2,1,1,1,1,2
4042,3,1,1,6,6,1
2099,1,1,1,5,1,1
3245,9,3,3,4,5,3
8546,7,4,3,1,1,4
7311,5,3,3,1,1,4
8189,14,4,5,3,6,4
7567,6,2,1,6,4,1
4618,15,5,5,2,3,5
5715,13,4,4,4,5,4
534,14,5,5,1,4,5
3018,7,2,2,6,4,2
5082,2,1,1,3,1,1
8851,12,4,4,3,5,4
66,18,6,6,5,3,6
4396,8,3,3,4,2,3
2796,7,3,3,1,1,4
355,7,2,3,3,4,3
2151,6,2,2,4,3,2
2153,1,1,1,5,1,1
5279,2,1,2,1,3,2
6466,6,2,3,1,5,3
2681,9,4,3,5,1,4
3131,8,3,2,5,5,2
473,5,2,3,1,2,3
2064,13,3,4,5,6,3
7252,8,3,3,3,2,3
8754,3,2,2,3,1,2
8020,11,4,4,2,2,5
3401,8,3,3,4,3,3
2240,7,4,2,6,1,2
869,14,4,4,4,6,4
1576,12,3,3,6,6,2
324,11,4,4,4,3,4
5864,20,6,6,3,5,6
8396,16,5,4,6,6,3
4746,2,1,1,1,1,1
4795,2,1,1,1,2,1
2068,11,4,5,1,3,5
1403,10,4,5,1,2,5
8392,16,5,4,6,4,4
2880,10,3,3,4,5,3
5765,1,1,1,1,1,1
1076,7,3,2,6,3,2
8914,12,4,4,3,4,4
8133,1,1,1,6,1,1
3211,5,2,3,1,3,3
1350,18,6,6,1,4,6
3591,7,3,2,4,3,3
5970,3,1,1,6,6,1
4983,6,2,3,1,6,3
6897,14,4,5,3,5,5
7818,5,2,3,1,3,3
74,18,5,6,3,5,6
6725,18,6,6,4,4,6
8824,12,5,5,1,2,6
3038,9,2,3,6,6,2
7337,5,2,2,6,5,1
5813,1,1,1,6,6,1
7994,17,5,6,2,6,5
7285,5,2,2,5,3,2
6157,18,6,6,3,4,6
8387,5,3,2,5,1,3
6560,3,3,2,1,1,4
8217,1,1,1,1,1,1
2573,19,6,6,2,4,6
6130,12,4,4,5,3,4
3434,15,5,5,5,3,5
7414,3,2,2,3,1,2
5258,3,2,2,1,1,2
1220,19,6,6,2,4,6
3393,3,2,1,6,1,2
7523,10,4,5,1,1,5
3856,19,6,6,5,5,6
2693,2,1,1,1,1,2
6038,19,6,5,6,5,5
5047,7,3,3,2,2,4
450,16,5,5,4,3,5
3786,11,3,4,2,5,4
7650,8,2,2,5,6,2
3429,18,6,6,1,5,6
8306,12,5,5,1,1,6
178,13,5,5,1,2,5
133,3,1,2,1,3,2
6567,16,5,6,2,6,5
3382,12,3,4,5,6,3
3622,1,1,1,5,1,1
1,2,1,1,2,5,1
6391,17,6,5,6,4,4
8803,7,3,3,1,3,3
7392,16,4,5,3,6,4
1558,10,3,3,5,5,3
7170,14,4,5,3,5,5
8400,5,2,2,3,1,3
8355,3,1,2,1,3,2
3644,1,1,1,4,1,1
7440,9,3,3,3,4,3
7210,11,5,4,2,2,5
1604,16,5,5,3,4,5
7074,6,3,3,1,1,5
8835,8,3,3,3,3,3
4314,18,5,6,4,5,5
3915,20,6,6,2,5,6
409,6,2,3,2,3,3
5274,8,3,3,4,5,2
6572,7,3,2,6,3,2
1028,16,5,5,4,5,4
158,11,5,4,2,1,5
389,20,6,6,3,5,6
2615,15,5,4,6,4,4
1982,2,1,1,2,1,1
8144,13,5,5,3,2,5
5301,7,2,2,4,5,2
1666,16,5,6,3,4,6
4780,2,1,1,6,4,1
713,16,5,5,3,5,5
8017,18,5,5,5,5,5
511,2,1,1,1,1,2
1062,16,5,5,2,5,5
3258,9,3,3,2,4,3
5636,19,6,6,4,3,6
3837,11,4,3,5,3,4
1979,19,6,6,3,3,6
2115,6,2,2,5,5,2
3209,17,5,6,3,5,5
5559,10,3,3,4,5,3
7253,6,3,3,2,1,3
5227,7,3,2,4,3,3
4111,19,6,6,2,4,6
4766,5,3,2,1,1,3
5112,7,3,3,1,3,3
4386,1,1,1,6,1,1
1964,7,2,2,5,6,1
5844,19,6,6,4,5,6
2743,11,4,4,4,4,3
7348,7,2,2,5,4,2
4177,17,5,6,1,5,6
5816,20,6,6,3,5,6
2923,3,1,2,2,4,2
6168,12,5,4,4,1,5
3863,3,2,2,1,1,3
6026,13,4,5,3,4,4
4051,20,6,6,2,4,6
795,3,1,2,1,6,1
4351,7,2,2,4,4,2
5943,14,5,5,3,4,5
3762,1,1,1,6,1,1
8050,16,5,6,2,4,6
252,6,3,2,4,2,3
7112,13,4,5,1,5,5
5685,13,6,5,2,1,6
6841,1,1,1,1,1,1
2755,6,2,1,6,5,1
8716,6,3,3,2,2,3
6720,7,3,3,3,2,3
3502,14,5,4,6,3,4
6517,16,5,6,1,4,6
1234,16,5,5,4,3,5
8171,14,4,4,6,5,3
3173,8,4,4,1,1,6
6584,9,3,3,2,6,3
6850,1,1,1,6,1,1
8249,8,2,3,2,5,3
6192,9,3,3,3,5,3
5900,7,3,2,6,4,2
3747,20,6,6,5,5,6
7088,17,5,5,4,5,5
8519,5,2,3,1,2,3
4268,9,4,3,4,1,4
4234,7,2,2,6,6,1
1627,1,1,1,1,1,1
3847,6,3,3,1,1,4
3530,4,1,1,6,5,1
4133,14,4,4,6,4,4
7936,5,2,1,6,5,1
6131,18,6,6,2,3,6
7754,2,1,1,3,1,2
3034,3,2,2,3,1,2
2019,15,5,5,3,5,5
612,2,1,1,1,1,2
5919,18,6,6,5,4,6
8080,19,6,6,1,4,6
8934,3,2,1,5,1,1
1808,13,5,5,1,2,5
5564,10,3,4,1,4,4
7507,15,5,5,2,4,5
7796,2,1,1,2,1,1
2465,13,4,4,4,3,4
3937,13,5,4,5,3,4
4635,9,3,3,6,4,2
6193,10,3,3,5,6,2
8583,17,6,6,2,4,6
504,6,2,2,4,4,2
5131,20,6,5,6,5,5
275,9,3,3,4,4,3
3708,4,2,1,6,2,1
4752,1,1,1,1,2,1
5935,20,6,6,3,5,6
5504,2,1,1,3,4,1
2349,8,2,2,5,6,2
7932,10,4,4,1,3,4
5800,9,3,3,2,5,3
5523,18,6,6,4,4,6
3208,6,3,2,5,2,2
6537,5,2,2,2,5,2
3942,20,6,6,4,5,6
684,10,3,3,5,6,2
8078,17,6,6,1,3,6
998,20,6,6,5,5,6
2305,1,1,1,6,1,1
6718,14,5,5,1,2,6
1177,15,5,5,3,4,5
1347,10,3,4,3,4,4
3615,14,3,5,3,6,4
745,1,1,1,6,1,1
7725,2,1,1,6,2,1
8893,4,1,1,5,6,1
4727,19,6,6,3,5,6
6561,2,1,1,6,1,1
2795,12,5,4,2,1,5
7266,19,6,6,3,5,6
6334,1,1,1,1,1,1
1531,5,3,2,5,1,2
6125,17,6,5,4,4,5
6001,3,2,1,4,1,2
6553,5,3,1,6,1,1
8469,14,4,5,3,5,4
694,7,4,2,6,1,3
486,16,5,6,1,3,6
8874,12,4,4,2,5,4
5820,16,6,5,2,2,6
983,5,2,2,5,4,2
3015,12,4,3,6,5,3
80,10,4,4,3,2,4
3488,15,4,5,3,6,4
3871,15,5,4,6,5,4
7111,10,3,4,3,6,3
5489,13,5,5,3,2,5
5977,18,6,6,3,3,6
6525,11,4,4,2,3,5
6488,3,1,2,1,4,2
4102,15,5,4,5,4,4
7926,3,2,2,1,1,3
1657,6,3,2,6,1,2
446,19,6,6,5,3,6
4511,10,4,3,5,3,3
4130,9,4,3,3,2,4
8316,2,2,1,3,1,2
6521,19,5,6,2,6,5
6202,18,5,6,3,5,6
5534,19,6,6,4,4,6
7682,19,6,6,4,5,6
5713,9,4,4,1,1,5
2514,9,3,3,2,4,3
6722,17,6,5,5,3,6
8637,7,3,1,6,2,1
69,1,1,1,4,1,1
6863,1,1,1,1,1,1
49,9,4,2,6,2,2
1054,3,2,1,6,1,1
6156,15,4,5,3,6,4
7497,17,5,5,4,6,5
3032,2,2,1,4,1,2
8045,2,2,1,3,1,2
7079,14,5,4,5,3,4
5329,3,2,2,1,2,2
8269,16,5,5,3,3,6
4540,13,4,4,4,5,4
3106,19,6,6,1,4,6
1468,6,2,2,4,5,2
5255,2,1,1,5,2,1
394,17,5,5,5,5,5
6963,5,3,2,3,1,3
231,7,3,2,6,3,2
1321,11,5,4,1,1,5
42,18,5,6,2,6,6
4223,18,6,6,2,4,6
8277,3,1,1,2,3,1
7905,7,3,1,6,2,1
2456,10,4,4,1,2,5
1791,8,2,3,2,6,3
4297,17,5,5,6,5,4
7998,2,1,1,4,4,1
7128,5,2,2,3,2,2
8598,17,5,5,4,5,5
1324,8,3,2,5,4,2
8438,17,5,6,2,5,6
4994,8,4,3,3,1,4
2224,18,6,6,5,3,6
1492,8,3,2,5,4,2
6092,18,6,6,4,4,6
3266,11,4,4,2,4,4
62,10,4,4,1,2,5
4353,20,6,6,5,5,6
6481,11,3,4,2,6,4
7749,16,5,4,6,6,4
8202,8,2,2,6,5,2
403,1,1,1,1,1,1
333,17,5,6,2,5,6
7426,1,1,1,1,1,1
1010,18,6,6,2,4,6
1169,17,5,6,1,5,6
7709,10,4,4,3,3,4
7868,12,4,4,2,3,5
5063,16,5,5,4,3,5
1769,5,1,1,6,6,1
4843,6,2,2,4,5,2
4175,18,6,6,4,5,5
7108,20,6,6,4,4,6
7224,11,3,4,1,6,4
1439,16,5,5,4,5,5
6866,7,3,2,4,2,3
7413,1,1,1,6,1,1
8901,1,1,1,1,2,1
1335,2,1,1,1,4,1
5563,18,5,6,4,6,5
8694,11,4,4,4,2,4
8896,17,6,5,6,4,5
5819,9,4,4,1,1,5
6504,10,4,4,2,3,4
5741,18,6,6,4,5,6
5706,13,4,4,4,5,4
3986,16,6,5,4,3,5
5377,8,2,3,4,6,2
707,19,6,5,6,6,5
3044,10,4,4,2,3,4
6416,4,2,1,6,3,1
3542,16,5,5,2,3,6
8030,7,3,3,1,3,3
6829,14,5,5,1,4,5
2288,7,3,2,4,2,3
4455,3,1,1,6,5,1
1563,18,6,6,3,3,6
3949,5,1,2,3,6,1
8887,13,5,5,2,3,5
3621,17,6,6,1,4,6
697,20,6,6,4,6,6
1104,14,4,4,4,6,4
474,9,4,3,3,2,4
380,16,5,5,5,5,5
7963,19,5,6,5,6,5
8138,16,5,5,5,5,4
4615,20,6,6,3,6,6
7685,12,4,4,2,3,4
8406,9,2,3,4,6,2
6865,18,6,6,2,5,6
8844,17,5,5,5,6,4
4093,4,2,2,4,1,2
382,17,6,6,3,4,6
5832,15,5,6,1,5,6
2158,18,6,6,5,6,5
8651,14,5,5,3,3,5
4914,9,4,3,5,1,4
5829,18,6,6,2,3,6
2073,8,4,3,4,1,4
1672,9,3,4,1,5,3
6653,6,3,3,2,2,3
59,6,2,3,2,3,3
3689,20,6,6,6,6,6
7773,14,4,4,4,4,4
5770,8,3,3,2,3,3
5581,4,2,2,2,2,2
2628,18,6,6,3,5,6
4895,11,4,4,2,3,4
6449,6,3,2,3,2,3
2821,12,4,4,3,5,4
1194,2,1,1,2,1,1
5621,18,6,5,6,4,5
859,15,6,5,5,1,5
8283,11,3,4,2,5,4
6120,20,6,6,5,6,6
8885,1,1,1,1,1,1
6629,4,2,2,4,3,2
1537,2,1,1,2,1,1
746,1,1,1,1,1,1
1942,14,5,4,6,3,4
2009,20,6,6,5,5,6
6301,12,4,4,5,3,4
4887,11,4,3,5,4,3
4484,14,4,5,3,5,4
6996,19,6,6,1,5,6
3170,11,4,4,1,3,5
6644,18,6,6,4,5,5
2139,5,2,2,5,2,2
5640,6,2,2,5,3,2
4191,7,2,2,4,5,2
5643,10,3,3,5,6,2
7600,11,4,4,2,3,4
2166,16,6,6,1,1,6
4095,13,5,4,4,3,4
1534,16,5,4,6,5,4
3853,7,3,2,6,1,3
8029,5,2,2,2,1,3
8499,20,6,6,5,6,6
3667,1,1,1,6,2,1
1692,8,4,3,4,1,3
7427,11,5,4,1,2,5
8618,4,1,2,3,4,2
6691,14,5,5,1,2,6
6683,15,4,5,3,6,4
4320,2,1,1,3,6,1
215,2,1,1,1,2,1
5216,7,3,2,6,3,2
1919,14,4,5,3,6,4
6116,10,3,3,5,4,3
863,18,5,5,6,6,4
4,3,2,2,1,2,2
3962,9,4,5,1,1,5
8267,2,1,1,6,6,1
3834,8,2,3,3,5,3
1663,8,2,3,2,6,2
182,16,5,5,4,4,5
1619,10,2,3,4,6,2
5262,17,5,5,6,5,4
6064,1,1,1,1,1,1
3602,12,3,4,5,6,2
1738,8,2,3,4,5,2
7145,7,3,3,3,3,3
5350,17,6,6,2,3,6
1938,12,4,5,2,3,5
6413,3,2,1,2,1,2
8377,12,5,4,4,2,4
5366,16,5,5,5,3,5
6901,8,3,2,5,2,3
3845,12,4,4,5,5,3
71,19,6,6,2,3,6
545,14,4,5,1,6,4
3186,16,5,6,2,3,6
836,16,5,5,4,3,5
3017,3,1,1,4,6,1
8678,2,1,1,1,1,2
8197,19,6,5,6,4,5
6387,9,3,3,2,4,3
8711,16,5,5,6,5,4
368,3,1,1,4,3,1
6815,14,4,4,5,6,4
3232,3,1,1,4,2,1
5971,5,2,1,6,3,1
1833,12,4,3,5,3,4
878,10,5,4,2,1,5
7702,1,1,1,6,2,1
6776,8,2,4,1,6,3
8769,3,2,2,1,2,2
3466,3,1,1,6,3,1
8562,15,4,5,3,5,4
1865,1,1,1,1,1,1
6325,10,3,2,6,4,2
3298,13,5,5,1,2,5
1545,18,6,4,6,5,4
7054,3,2,2,2,2,2
7345,8,4,3,3,1,4
8428,9,4,3,4,2,4
7363,11,3,3,6,5,2
7667,14,5,4,5,2,5
5392,15,5,5,3,2,5
1433,2,2,2,1,1,3
4141,11,4,4,3,3,4
4408,12,5,5,1,1,6
4343,16,5,5,3,6,5
5981,3,1,2,3,3,2
2405,16,5,4,6,3,4
7633,10,3,2,6,5,2
1730,14,4,5,3,6,4
2276,12,4,4,3,5,4
6302,8,3,3,3,3,3
6473,20,6,6,5,5,6
5270,9,4,3,4,2,3
2610,5,2,2,6,3,2
3807,3,2,2,3,2,2
2472,10,4,3,6,3,3
219,18,6,6,1,5,6
5945,3,1,1,6,3,1
8167,6,2,2,4,6,2
3149,18,6,6,4,4,6
8544,7,2,2,6,5,1
1245,11,4,4,4,2,4
3678,8,4,3,4,1,3
5875,4,2,2,3,2,2
4242,3,1,1,6,3,1
6286,16,5,6,2,4,6
1644,2,1,1,2,5,1
7511,3,2,2,1,1,3
8809,3,2,1,6,1,1
577,8,2,3,2,5,3
7782,2,2,1,2,1,2
1167,6,2,2,3,3,2
3911,11,4,4,2,2,5
7900,16,5,4,6,6,3
416,2,1,1,6,1,1
5859,8,3,4,1,3,4
8245,7,3,3,2,2,4
5066,11,4,4,2,4,4
760,16,5,5,2,3,6
1386,3,1,1,4,5,1
3579,2,1,1,6,2,1
1202,15,5,5,2,2,6
3539,3,2,1,6,1,1
8405,7,3,3,3,2,3
2856,5,2,3,1,4,3
4815,11,3,4,3,5,3
3329,12,4,4,3,3,4
5146,15,5,5,4,4,5
5897,3,2,2,2,1,2
4340,8,4,4,1,1,5
4113,7,3,3,3,1,4
783,9,2,3,3,6,3
4392,9,3,3,3,5,3
329,3,1,2,1,5,2
4871,7,3,3,1,2,4
4825,18,6,6,4,5,5
7131,18,6,5,6,4,4
8522,9,3,4,1,4,4
3205,16,5,6,1,6,5
5293,10,4,3,5,2,4
1112,2,1,1,6,1,1
2302,4,2,2,4,2,2
6917,12,4,4,2,2,5
2108,6,2,2,3,4,2
3376,2,1,1,4,1,1
1282,14,5,4,6,3,4
4078,2,1,2,1,1,3
2246,20,6,6,2,4,6
8613,11,5,4,2,1,5
7473,14,4,3,6,6,3
4640,10,3,3,6,6,2
3821,15,5,5,5,4,5
4853,4,2,2,3,3,2
971,3,1,1,5,6,1
7631,10,2,4,2,6,2
5738,4,2,1,6,1,2
5122,4,2,1,6,3,1
5248,5,1,1,6,6,1
6142,12,4,4,3,4,4
3474,13,5,5,3,1,5
4039,11,3,3,6,6,2
3285,13,4,5,3,4,4
1283,10,4,3,5,3,4
3435,11,2,4,2,6,3
4116,16,4,5,6,6,4
4248,3,1,1,6,3,1
1438,13,4,5,1,3,5
2190,2,1,1,3,2,1
8662,7,2,2,5,5,2
112,9,2,3,5,6,2
3888,3,1,1,5,2,1
8917,2,1,1,1,3,1
8884,3,1,1,4,1,2
5325,18,5,6,2,6,5
7469,18,6,6,5,5,5
6182,14,5,4,6,3,4
7898,3,2,2,3,2,2
8009,13,4,5,2,5,4
3064,12,4,4,3,3,4
6926,1,1,1,1,1,1
6522,4,3,1,5,1,3
3003,6,2,2,6,4,2
1299,12,4,4,5,3,4
