row_id,player_id,age,position,team,opponent,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pct,ft_pct,plus_minus,efficiency,game_location,rest_days,target
2657,1354,26,PG,SAC,BOS,33.0,14,4,7,1,0,1,47.4,41.8,90.0,-4,25,Home,2,1
6779,1093,27,PF,SAC,TOR,36.1,15,11,0,1,1,3,48.4,36.0,78.9,-4,25,Away,1,1
210,1186,28,PG,BOS,OKC,28.1,13,3,7,2,0,2,46.5,42.2,68.6,-21,23,Away,3,0
1962,1488,27,SF,MIL,DEN,28.8,16,3,2,0,0,1,52.6,36.4,74.6,-4,20,Away,0,1
897,1190,27,PF,TOR,DET,19.1,8,6,2,1,0,2,50.3,29.1,81.5,-4,15,Away,1,0
8614,1067,26,PG,TOR,HOU,25.8,16,3,5,1,1,3,49.2,47.4,95.0,6,23,Away,1,0
3820,1046,30,PF,ATL,MEM,23.7,9,8,3,0,0,1,55.4,41.4,73.5,-9,19,Home,1,0
8569,1439,30,SF,MIA,NYK,36.0,19,6,3,1,1,3,45.7,37.6,66.4,4,27,Home,0,0
1774,1221,22,PF,UTA,OKC,33.8,21,10,4,1,1,1,48.7,38.3,68.6,-3,36,Away,0,1
5147,1339,27,SG,NOP,UTA,32.4,21,3,5,1,0,4,47.8,35.1,73.2,11,26,Away,3,1
2300,1059,24,SF,BKN,PHX,29.6,17,6,6,0,1,3,41.0,28.9,64.5,-15,27,Home,0,0
1210,1470,24,PG,MIN,ATL,38.1,22,5,10,2,1,3,50.1,38.2,85.3,-15,37,Home,2,1
6799,1295,26,SF,SAS,PHI,27.5,11,4,0,0,0,0,47.0,41.6,65.1,-13,15,Away,1,0
5580,1067,25,PF,GSW,MIN,26.6,10,7,0,0,0,1,47.5,20.0,76.9,-1,16,Away,3,0
8975,1438,23,PG,PHX,GSW,25.9,20,0,6,0,0,2,43.0,42.7,80.3,5,24,Home,1,0
1271,1100,35,C,LAL,OKC,13.6,5,6,0,0,2,0,42.4,29.3,78.4,-4,13,Home,3,0
1252,1067,23,PG,MIN,LAL,33.7,20,3,8,1,1,3,40.5,35.8,61.1,2,30,Away,1,1
3177,1144,28,PG,TOR,HOU,19.0,10,1,6,0,0,0,57.4,39.3,70.3,0,17,Home,1,0
7621,1322,25,PF,ORL,ATL,17.0,6,6,2,1,2,1,49.1,48.8,86.4,-1,16,Home,5,0
8536,1174,24,PG,IND,GSW,28.5,16,1,6,1,0,4,61.1,32.0,78.6,-4,20,Away,1,0
8391,1157,23,C,CHA,NYK,23.2,11,8,5,1,2,2,49.7,34.5,76.9,-10,25,Home,1,0
3974,1195,26,PF,WAS,POR,26.1,15,10,2,1,0,1,48.1,24.0,74.4,10,27,Home,1,1
1293,1330,24,C,CLE,ATL,23.0,16,3,1,1,2,2,40.7,34.4,74.6,2,21,Away,1,0
6689,1449,28,C,MIA,ORL,18.5,12,6,3,1,1,1,52.6,36.4,57.9,-7,22,Home,1,0
5265,1459,24,C,BOS,HOU,33.6,12,12,2,2,2,2,48.6,27.9,76.8,0,28,Away,2,1
3371,1358,21,PF,PHX,GSW,22.8,12,5,4,0,0,2,46.5,18.0,79.9,-11,19,Home,3,0
5991,1058,25,SG,CHA,PHI,31.3,14,5,0,2,1,2,53.3,41.6,95.0,-6,20,Home,1,0
4664,1320,27,C,CHI,BKN,17.8,10,7,1,1,0,2,54.2,29.8,72.0,-2,17,Home,0,0
5191,1236,28,PG,PHX,MEM,31.2,13,3,4,1,1,3,53.1,33.5,61.8,-9,19,Away,1,0
3652,1460,25,PG,OKC,WAS,35.3,28,2,7,2,1,2,46.5,27.6,85.4,3,38,Away,1,1
3316,1091,22,PG,PHX,CHA,29.6,16,3,7,2,0,3,54.2,39.1,73.8,2,25,Away,1,0
4079,1266,33,PG,PHI,BKN,29.5,14,6,6,0,0,3,58.7,33.3,91.0,-9,23,Home,3,0
293,1217,29,SG,MEM,CLE,25.1,12,7,4,0,0,2,53.3,38.3,80.8,12,21,Away,1,0
6122,1344,26,SG,NYK,POR,28.6,12,4,1,0,0,1,48.2,30.8,78.9,5,16,Home,1,0
8141,1192,30,SF,BOS,CHI,29.3,16,6,2,0,0,2,44.9,30.0,85.9,-4,22,Home,2,0
1052,1347,27,SF,CLE,LAL,24.3,14,7,3,1,1,1,44.6,34.2,87.7,5,25,Home,1,1
4783,1279,24,PG,POR,PHX,39.1,17,4,10,2,0,4,39.8,31.7,68.9,-7,29,Away,3,1
4849,1101,23,PF,UTA,BOS,33.1,17,5,4,1,1,3,50.9,38.5,86.3,-4,25,Away,1,0
7214,1183,25,SF,NOP,WAS,22.6,15,7,0,2,0,2,51.4,39.6,84.7,4,22,Away,1,1
273,1100,22,C,NOP,MIL,20.7,11,5,2,1,1,2,41.6,22.1,74.4,-1,18,Away,2,0
2043,1415,23,SG,SAS,CLE,27.0,15,5,1,0,0,2,49.6,37.0,89.6,9,19,Home,2,0
5185,1469,27,SF,POR,MEM,25.8,14,4,2,1,2,3,42.8,35.3,81.9,-13,20,Away,2,0
3919,1183,27,SG,DET,CLE,15.5,11,0,3,0,2,0,41.8,36.6,78.4,9,16,Away,3,0
4186,1469,23,SF,TOR,OKC,20.6,10,2,3,0,0,0,53.8,26.7,82.1,8,15,Home,0,0
104,1350,31,SF,BOS,UTA,20.6,11,4,0,1,2,1,47.1,33.0,75.1,1,17,Home,1,0
1087,1191,36,SG,IND,PHX,29.8,10,3,1,1,0,2,52.1,27.7,88.9,4,13,Away,1,0
4665,1192,30,C,ATL,PHX,26.9,20,9,1,0,1,1,56.7,39.7,70.2,-4,30,Away,3,0
7808,1223,29,SF,SAC,NYK,24.0,18,3,4,0,1,0,42.2,35.4,74.5,8,26,Home,0,1
5118,1185,27,PF,SAS,CLE,32.1,14,9,7,1,1,2,59.8,23.4,86.5,5,30,Home,5,1
4692,1485,28,SG,CHA,DEN,15.9,14,2,2,0,0,0,37.2,34.5,82.2,-6,18,Home,1,0
2904,1101,29,PF,MEM,LAL,39.4,19,11,4,1,2,2,53.5,39.3,72.3,4,35,Home,0,1
5382,1307,28,PF,LAC,WAS,29.1,14,8,3,1,0,2,36.0,33.4,82.3,-7,24,Away,2,1
7020,1219,31,PF,BOS,PHX,34.6,12,10,2,0,1,2,36.9,28.6,86.2,10,23,Away,1,0
4047,1269,28,C,LAL,HOU,30.6,20,11,1,0,2,2,49.2,29.0,69.0,5,32,Home,1,1
5596,1326,24,C,GSW,DAL,27.1,13,6,1,1,2,3,54.3,30.7,63.6,9,20,Home,1,0
6782,1321,22,C,MEM,PHI,21.1,11,6,0,1,1,0,41.7,41.7,82.2,-7,19,Home,1,0
6606,1389,23,PF,WAS,CLE,28.7,15,8,4,1,0,2,41.0,26.2,72.6,5,26,Away,3,1
6811,1006,26,SG,CHA,NYK,26.4,16,2,5,2,0,3,41.6,37.3,84.9,-3,22,Away,1,0
4448,1135,28,C,ORL,MIA,32.2,12,7,3,0,2,2,44.0,25.4,81.0,0,22,Away,3,1
4123,1100,25,PG,CLE,LAC,22.1,16,3,6,1,1,2,43.3,39.6,75.1,1,25,Away,1,0
6292,1161,29,PG,LAC,WAS,33.7,11,5,4,1,1,2,59.0,44.2,72.4,-3,20,Home,0,0
614,1125,22,PG,UTA,MIN,19.4,12,4,3,0,0,2,43.3,44.6,77.9,2,17,Away,0,0
8886,1259,25,PF,BKN,NOP,28.3,16,6,1,0,1,2,46.7,26.7,79.1,-7,22,Away,1,0
5333,1433,27,C,CLE,IND,28.0,14,7,2,0,1,2,43.0,25.4,74.0,6,22,Home,2,0
4707,1259,25,PG,MIL,MIN,25.0,18,3,6,1,1,3,47.7,22.7,67.2,6,26,Home,1,1
5590,1370,27,PF,CLE,PHI,26.8,10,7,2,1,1,1,48.4,27.0,74.6,-3,20,Away,1,0
3479,1213,23,SG,CLE,PHX,40.1,23,7,2,2,1,2,44.5,38.2,73.0,2,33,Home,2,1
5731,1047,22,SF,HOU,NYK,28.0,11,4,6,1,1,2,48.8,39.7,89.2,5,21,Home,3,1
1749,1146,29,PF,TOR,DEN,37.0,17,7,3,0,2,1,47.5,25.0,67.2,2,28,Home,3,1
733,1313,27,SG,SAC,GSW,15.8,10,0,1,0,0,1,45.0,42.8,86.3,-4,10,Away,0,0
8241,1358,23,PF,ATL,DET,24.2,13,5,0,1,0,2,56.5,39.9,67.4,1,17,Home,0,0
4479,1294,30,C,DAL,BOS,25.1,11,9,2,1,0,3,46.4,43.9,78.3,-1,20,Away,0,0
3873,1497,26,PF,TOR,CHA,22.5,10,4,0,0,1,2,42.1,37.1,85.0,-17,13,Home,1,0
7703,1208,23,C,PHX,LAL,30.9,17,11,3,2,1,2,47.3,36.0,76.2,-4,32,Away,2,1
2911,1329,27,SF,OKC,LAL,29.4,18,4,3,2,0,1,59.9,37.4,66.8,-6,26,Away,1,0
6199,1139,27,PG,CHI,UTA,22.1,14,1,4,1,1,1,53.7,31.8,63.9,8,20,Away,1,0
2663,1086,28,PG,OKC,GSW,29.3,21,5,4,1,0,3,47.8,29.8,82.3,-2,28,Away,1,1
7239,1493,32,SF,GSW,ATL,38.7,20,6,3,1,1,2,53.2,34.6,78.9,16,29,Away,2,1
4693,1320,23,SG,MIA,SAS,17.7,11,4,0,0,1,0,45.4,36.4,69.1,3,16,Away,1,0
8579,1367,25,C,NOP,MIL,23.2,12,8,0,0,0,1,53.8,33.9,76.4,0,19,Home,0,0
3114,1228,28,C,DAL,NYK,17.5,14,3,0,1,1,0,45.1,28.7,71.4,2,19,Away,3,0
3304,1404,30,C,PHI,CHI,31.3,12,8,1,0,2,2,47.1,25.7,78.5,0,21,Home,3,0
2155,1002,21,PG,DAL,DET,29.7,15,5,6,2,1,3,51.0,27.1,76.3,-14,26,Home,1,1
1345,1000,28,SF,GSW,MIA,35.8,23,8,4,1,1,3,49.0,30.1,70.5,2,34,Away,1,1
8845,1360,20,PF,MIL,BOS,32.7,14,10,0,1,0,3,45.4,33.3,76.4,-7,22,Home,1,0
3262,1006,27,SG,BKN,PHX,31.5,21,9,5,1,0,2,44.6,32.5,91.0,7,34,Home,1,1
7356,1017,29,C,TOR,CHA,29.5,14,10,2,0,1,2,58.0,39.4,78.3,-5,25,Away,2,0
3993,1097,27,SG,CLE,DET,21.5,8,2,2,1,0,2,51.7,41.3,66.4,-10,11,Away,1,0
5232,1469,27,PG,CHA,DEN,31.4,17,5,5,1,0,4,54.5,33.1,82.0,2,24,Home,0,0
953,1163,33,PG,MIN,CLE,14.3,9,0,3,0,1,1,43.3,41.9,77.7,-10,12,Home,4,0
6335,1047,23,PG,HOU,BOS,20.4,9,1,4,1,0,2,45.3,45.9,81.6,6,13,Away,1,0
3022,1117,30,C,MEM,SAS,37.7,16,13,0,0,3,2,45.7,31.4,73.5,-2,30,Home,1,1
3309,1067,28,PG,DAL,SAS,12.8,2,4,4,0,0,2,46.4,37.8,78.9,-4,8,Home,3,0
1505,1331,27,SG,DEN,MEM,15.4,11,0,1,0,0,1,49.1,39.6,76.8,12,11,Away,1,0
5096,1064,23,PG,CLE,PHX,23.2,20,5,3,1,0,1,52.6,44.9,78.3,-2,28,Home,2,0
1807,1234,25,PG,LAC,OKC,40.4,28,8,9,2,1,3,50.2,33.0,89.1,3,45,Home,1,1
5024,1280,28,PF,BOS,MIN,30.2,17,11,1,0,1,1,42.0,28.3,64.4,3,29,Away,3,1
8244,1408,24,C,PHI,GSW,16.2,7,5,1,1,0,0,44.0,38.7,82.3,0,14,Home,0,0
3792,1191,26,SF,PHI,CLE,18.5,10,3,2,0,1,0,52.8,26.3,73.2,10,16,Away,0,0
1122,1033,26,SF,SAS,DAL,33.8,15,7,3,2,1,3,30.0,30.5,77.4,13,25,Away,1,1
5528,1498,29,C,OKC,CLE,33.5,18,11,3,0,1,3,55.5,39.2,71.5,5,30,Away,0,1
8566,1207,31,C,DAL,ATL,23.0,11,6,2,1,1,1,51.0,36.4,68.3,1,20,Home,1,0
5894,1477,23,PG,WAS,MIN,33.3,20,5,8,2,0,3,44.6,36.7,67.4,7,32,Away,1,1
4756,1364,23,PF,NYK,NOP,12.8,4,5,0,0,1,0,46.1,32.4,60.7,-13,10,Home,1,0
4839,1153,19,C,DEN,DET,33.2,21,13,2,0,2,2,43.5,28.4,83.2,0,36,Home,2,1
5929,1324,22,PF,DAL,ATL,25.0,14,7,0,0,1,0,49.0,46.5,95.0,-9,22,Home,1,0
5847,1312,23,PF,MIL,MIN,13.0,6,5,3,0,0,2,53.6,26.7,80.9,-3,12,Home,4,0
6376,1155,28,SF,CLE,CHA,20.8,13,5,2,0,0,1,44.3,45.4,81.0,4,19,Home,1,0
1849,1393,26,SG,NYK,MIL,21.5,14,2,2,1,0,1,41.4,35.4,79.5,-8,18,Home,0,0
417,1134,27,PF,MIA,MIL,30.1,15,10,0,2,1,2,54.4,35.0,66.4,11,26,Home,2,1
2974,1238,33,PG,BKN,ORL,29.0,17,0,5,2,2,3,47.9,36.6,73.2,-9,23,Home,2,0
5794,1451,30,C,SAC,WAS,23.2,10,8,0,1,1,2,45.6,27.0,79.6,-4,18,Home,2,0
2432,1386,29,SF,DAL,PHI,16.2,8,3,3,1,1,2,44.4,45.1,82.1,-3,14,Home,1,0
2519,1481,29,PG,TOR,GSW,25.0,18,4,5,1,0,2,43.7,33.8,68.8,8,26,Away,4,0
565,1480,30,C,IND,CHA,32.3,16,14,0,1,2,3,49.0,42.6,62.8,8,30,Home,1,1
2527,1450,25,PF,PHX,CLE,20.0,11,4,3,1,2,2,53.7,17.7,82.4,-8,19,Away,1,0
5485,1087,29,SG,ORL,BOS,37.0,19,4,2,1,0,5,37.3,31.4,89.3,-3,21,Away,3,0
4861,1241,28,SG,PHI,SAC,26.2,11,4,5,2,1,0,47.8,31.2,83.4,-3,23,Away,1,1
3252,1428,26,SF,UTA,ORL,20.4,8,3,2,0,0,1,50.6,42.6,90.0,13,12,Home,3,0
1225,1362,26,PG,TOR,PHI,37.0,25,5,8,2,1,3,52.0,27.3,76.7,1,38,Away,2,1
143,1391,27,SG,PHI,UTA,24.5,15,2,4,1,1,1,49.1,42.8,63.4,3,22,Home,2,1
7719,1186,30,SG,HOU,CHA,24.9,16,4,3,0,0,2,47.4,37.6,82.9,5,21,Home,2,0
1491,1158,30,PG,MEM,PHI,9.8,2,1,2,1,0,0,48.4,33.6,77.8,-1,6,Away,3,0
7599,1493,25,PG,MIA,LAL,32.8,14,5,6,1,2,2,47.8,49.0,80.1,-9,26,Away,1,0
4841,1107,27,C,DET,OKC,36.1,21,12,4,1,2,0,43.1,31.4,82.1,7,40,Home,0,1
1591,1312,32,PF,UTA,MIA,37.6,18,8,3,1,2,1,46.8,30.4,72.5,-10,31,Home,1,1
5103,1451,28,PG,SAS,NOP,25.0,13,2,7,1,0,2,44.5,26.7,82.8,0,21,Home,0,0
4787,1110,29,PG,ATL,DET,22.8,13,3,5,1,1,0,41.6,42.4,78.9,21,23,Away,3,1
2654,1020,32,PG,MEM,ORL,30.1,23,5,9,0,0,2,45.4,33.2,89.0,7,35,Away,2,1
2005,1187,25,PF,CHA,UTA,12.2,10,0,1,0,1,1,46.0,35.1,83.5,5,11,Home,1,0
1195,1291,30,PG,OKC,PHI,16.8,11,3,5,0,0,0,42.7,22.5,81.0,7,19,Away,0,0
4236,1147,26,C,PHI,MIA,10.6,3,4,0,0,0,0,57.8,35.2,93.2,8,7,Away,1,0
3410,1422,25,PF,GSW,DEN,24.5,10,8,2,1,1,2,61.0,37.4,76.8,11,20,Away,1,0
1118,1272,28,PG,IND,CHI,31.0,21,5,6,2,0,3,54.1,34.9,85.3,5,31,Away,4,1
7477,1196,22,C,ORL,BKN,23.2,12,8,2,1,1,0,58.3,11.7,85.0,-4,24,Home,1,1
1757,1001,31,SF,MIN,HOU,38.6,18,10,4,0,1,4,39.0,15.6,89.8,21,29,Home,3,1
498,1430,27,PF,PHX,DET,23.8,11,6,3,1,1,2,42.8,17.9,85.1,2,20,Home,1,0
3998,1064,24,C,LAC,TOR,27.4,13,8,3,0,0,1,44.2,34.7,67.1,2,23,Away,1,1
13,1330,34,SG,GSW,OKC,32.6,18,7,4,0,0,2,36.6,40.1,75.9,0,27,Away,0,0
871,1166,30,SF,ATL,MIA,29.6,18,7,1,0,1,3,44.5,25.1,77.3,0,24,Away,1,1
3358,1493,32,SG,DEN,CHI,18.8,10,3,2,1,1,1,42.6,52.0,70.7,-5,16,Home,4,0
913,1079,28,SG,DEN,CLE,23.2,13,4,5,1,0,0,37.8,46.2,73.5,4,23,Home,4,1
3583,1401,32,PG,MIL,CHI,24.8,11,0,6,1,0,2,38.8,33.5,76.2,9,16,Home,2,0
722,1089,23,PF,BKN,ORL,30.2,14,10,2,0,2,1,46.1,33.8,73.6,13,27,Home,1,1
4002,1001,28,PG,MIL,DET,35.9,19,6,5,2,0,3,50.8,39.0,73.4,7,29,Away,2,1
8948,1374,28,C,LAL,SAC,34.2,17,10,1,1,2,3,47.5,33.1,67.1,17,28,Home,1,1
7129,1466,25,C,IND,CHA,35.9,19,11,3,0,2,3,42.0,34.4,59.6,0,32,Away,0,1
8630,1196,22,PG,DEN,CHA,31.9,20,5,7,2,0,4,48.2,45.7,78.3,1,30,Away,0,1
5308,1058,32,SF,MIA,BOS,21.0,12,4,3,1,0,1,51.7,42.2,74.9,-4,19,Home,2,0
1497,1183,28,C,OKC,DET,28.7,15,11,0,0,0,3,51.5,30.7,73.9,10,23,Home,2,0
6846,1432,21,SG,MIA,SAS,14.9,12,5,2,0,1,1,52.2,43.3,75.1,-1,19,Away,0,1
1521,1329,29,C,BOS,LAL,32.2,17,7,0,0,2,0,52.6,18.9,72.8,3,26,Home,1,1
8910,1267,28,PG,ATL,MIA,39.1,30,1,11,1,0,3,43.0,48.9,75.3,4,40,Home,1,1
6915,1374,24,PF,PHX,WAS,14.0,2,6,2,1,1,1,49.7,22.1,70.3,7,11,Away,5,0
2747,1369,23,PF,BKN,DET,14.9,1,3,4,0,0,0,48.3,32.5,75.5,-10,8,Away,4,0
8066,1086,26,SG,OKC,GSW,22.8,13,3,2,1,0,2,40.6,26.0,72.8,18,17,Home,1,0
5756,1000,31,PG,NOP,TOR,43.0,20,3,9,1,0,4,49.7,26.7,76.7,-4,29,Away,1,1
315,1096,32,PF,MIN,CHI,33.1,16,8,1,1,1,4,49.9,26.1,71.6,-2,23,Home,1,0
6873,1292,31,PF,NOP,BOS,17.9,7,4,4,1,1,2,52.7,43.2,83.7,4,15,Away,1,1
7890,1015,29,SG,MEM,TOR,28.7,15,5,5,1,1,2,39.4,27.7,66.4,11,25,Home,1,1
8937,1235,23,PG,OKC,CHI,17.1,5,0,5,1,0,2,41.2,33.6,72.7,-4,9,Away,1,0
3351,1082,28,C,MIN,NOP,25.1,13,9,2,1,1,1,47.9,21.6,75.2,-15,25,Away,1,1
109,1214,32,SF,PHI,DEN,25.2,12,6,2,0,0,2,45.7,34.9,69.3,11,18,Away,2,0
1755,1187,24,SF,IND,TOR,27.6,16,6,1,1,2,2,45.1,39.3,76.6,0,24,Home,1,0
6877,1295,25,SG,TOR,SAS,25.1,12,3,4,1,0,1,47.0,33.7,86.3,-7,19,Home,1,0
1352,1138,28,C,LAC,LAL,14.5,4,5,0,1,1,1,53.7,32.2,73.3,6,10,Away,1,0
3130,1443,27,PG,CLE,ATL,43.0,23,2,10,1,0,5,42.5,40.0,81.6,-10,31,Home,2,0
7206,1062,20,PG,CLE,SAS,42.9,19,8,10,2,0,4,52.9,57.9,64.2,-12,35,Away,4,1
6204,1022,32,SG,UTA,BOS,19.7,14,3,2,1,1,1,48.0,37.1,82.2,-5,20,Home,1,0
5428,1155,35,PG,SAC,UTA,25.0,20,4,5,1,0,4,46.1,29.7,74.5,-1,26,Away,0,1
481,1470,28,SG,IND,PHX,17.3,9,4,2,2,0,2,45.0,45.0,78.2,3,15,Home,3,0
6565,1377,27,SF,NYK,ATL,25.4,14,3,2,1,1,2,48.6,43.4,81.5,-1,19,Away,2,0
1974,1085,33,PF,WAS,GSW,34.5,19,8,1,0,0,2,43.9,33.1,86.3,-19,26,Home,1,0
337,1423,32,SF,GSW,MIL,18.9,9,5,2,1,1,1,50.2,38.5,58.0,3,17,Home,0,0
2765,1178,27,C,TOR,HOU,21.2,14,6,0,1,1,1,53.9,27.3,74.6,12,21,Home,0,1
6161,1134,30,SF,MIA,OKC,18.0,9,3,2,0,0,2,60.3,38.9,79.6,2,12,Home,1,0
6903,1222,30,PF,MIA,SAC,34.5,15,6,2,0,1,2,53.3,39.6,86.3,-3,22,Away,1,0
4519,1071,22,SF,DEN,ATL,19.9,14,4,0,0,1,3,47.5,31.9,81.2,11,16,Home,2,0
2986,1131,29,C,PHI,BKN,38.8,19,11,1,0,2,3,39.7,20.8,65.7,-2,30,Home,1,0
4551,1126,28,PG,SAC,DEN,35.1,19,3,6,1,0,1,45.8,32.0,70.1,5,28,Away,3,1
5575,1277,23,PF,GSW,LAC,26.7,15,6,0,1,0,1,38.7,28.1,75.5,-12,21,Away,5,0
525,1390,27,PF,CLE,UTA,19.4,12,4,4,0,2,2,53.0,28.3,84.2,-9,20,Away,3,0
6932,1315,29,SF,POR,GSW,29.6,17,5,3,0,0,2,45.3,34.0,80.2,-10,23,Away,2,0
3478,1442,31,C,NOP,BKN,17.7,7,4,1,1,2,2,57.8,43.2,76.7,4,13,Home,0,0
5721,1254,23,SG,PHX,SAC,27.2,11,4,4,0,0,1,51.5,37.2,80.3,-5,18,Away,2,0
3559,1254,19,PG,LAC,TOR,33.9,18,1,6,2,1,4,41.2,39.3,78.6,15,24,Away,1,1
8882,1110,25,PF,PHX,HOU,9.3,1,2,2,0,0,2,49.6,31.7,91.4,1,3,Away,1,0
2810,1494,23,PG,PHI,PHX,28.1,16,3,6,1,0,1,46.7,36.6,77.8,10,25,Home,3,0
725,1409,22,SF,BOS,LAL,22.5,20,3,3,0,0,2,54.5,23.9,72.4,-7,24,Away,4,0
766,1012,27,PG,LAC,ATL,30.0,15,1,3,2,0,3,41.0,41.7,88.2,-3,18,Away,1,0
5307,1213,30,SG,MIL,CHI,34.2,26,2,2,1,0,3,42.6,34.8,68.9,0,28,Home,2,1
5884,1032,24,PG,WAS,MIN,32.0,17,3,6,1,0,3,44.6,34.4,70.0,1,24,Away,5,0
5500,1170,25,C,NYK,SAS,30.6,13,6,4,1,1,0,59.0,20.2,77.5,-7,25,Home,0,1
6719,1013,26,PG,BKN,DET,32.2,13,3,7,1,1,2,56.6,45.3,82.9,-1,23,Home,1,1
308,1371,27,SF,DEN,MIL,32.1,17,3,3,1,0,1,48.9,39.9,81.6,5,23,Home,1,0
3774,1158,30,C,CHI,ORL,24.6,10,5,1,1,2,2,50.5,37.6,68.0,-8,17,Home,0,0
3909,1181,27,SF,BKN,SAS,40.9,24,8,7,2,2,3,46.5,43.1,81.6,-2,40,Away,0,1
1279,1314,23,C,NYK,DAL,32.1,18,10,0,1,1,3,33.8,35.3,85.6,3,27,Home,0,1
349,1414,27,SF,ORL,DEN,38.5,21,6,3,1,1,3,46.6,32.9,86.9,7,29,Home,3,1
8992,1071,34,C,ATL,NYK,28.8,16,9,2,1,2,2,54.8,27.4,73.2,2,28,Away,3,1
7622,1105,25,PG,NOP,POR,27.7,18,5,3,1,1,2,47.2,38.5,80.1,-5,26,Away,1,1
5958,1294,23,SF,TOR,PHX,28.0,17,4,3,0,0,3,48.8,32.9,78.3,-1,21,Home,1,0
6806,1438,29,PF,NOP,CHI,35.0,16,9,1,1,2,3,45.6,24.2,65.4,7,26,Home,3,1
8548,1008,26,SF,BOS,PHX,24.0,7,3,2,1,0,1,46.8,49.0,88.6,-8,12,Home,1,0
1792,1223,25,PF,TOR,NYK,27.7,17,9,2,2,1,1,47.5,37.1,55.8,3,30,Away,2,1
8995,1079,21,C,NYK,OKC,16.5,8,3,2,0,2,0,58.1,28.2,73.0,7,15,Home,3,0
7891,1301,23,PG,HOU,ATL,37.8,24,1,10,2,0,4,49.2,28.9,81.6,6,33,Away,2,1
3683,1387,25,SF,CHA,ORL,34.9,18,4,4,1,0,2,40.7,39.7,85.3,-1,25,Home,1,0
7033,1199,31,SG,MEM,DEN,22.2,12,4,3,0,0,1,45.7,42.3,65.0,-1,18,Home,1,0
8608,1136,28,SG,CHI,PHI,12.6,10,2,0,1,0,1,47.5,36.0,81.9,7,12,Home,1,0
2054,1317,24,C,MIA,PHX,29.4,13,10,3,0,1,1,50.5,18.4,67.3,-2,26,Home,5,0
2233,1058,26,SF,HOU,UTA,42.0,24,5,2,1,2,1,46.6,41.2,65.1,4,33,Away,1,1
4336,1088,28,PF,OKC,CHI,21.9,10,6,1,1,1,2,32.5,27.6,71.3,4,17,Away,3,0
72,1385,29,PG,PHI,CLE,35.5,20,4,7,1,2,3,55.1,42.1,84.8,-12,31,Home,2,1
4440,1152,27,PF,SAC,OKC,23.8,15,3,1,1,0,2,55.9,25.2,76.5,4,18,Home,3,0
2760,1244,21,SG,BOS,SAC,28.1,18,0,3,1,1,1,55.4,46.4,79.1,10,22,Home,3,0
4995,1183,29,SF,GSW,LAC,26.6,15,0,2,1,1,3,43.3,35.9,82.1,-9,16,Home,1,0
8126,1095,20,SG,NOP,GSW,25.5,14,6,3,1,1,3,42.9,27.3,82.3,-2,22,Away,1,0
5028,1182,24,SG,PHI,IND,24.9,15,4,0,0,0,2,47.5,39.8,72.2,15,17,Away,2,0
5652,1350,23,C,DEN,DET,14.4,4,4,1,1,1,0,53.2,35.4,59.9,-9,11,Away,1,0
8869,1387,23,SG,UTA,DET,25.3,13,5,5,1,1,2,46.9,29.1,70.6,-15,23,Home,1,0
6544,1345,29,C,LAC,MIN,36.0,17,11,4,1,0,2,55.0,22.5,59.4,9,31,Away,2,1
2806,1156,29,PG,MIN,ATL,25.0,15,2,7,1,0,3,46.7,45.5,72.1,1,22,Away,0,0
1261,1469,24,PG,SAS,MIL,31.7,14,1,4,1,1,1,51.0,45.0,84.2,0,20,Away,1,0
1667,1017,23,SF,ATL,MIN,32.2,17,6,2,0,0,2,48.6,39.6,93.5,-5,23,Home,1,0
5013,1320,25,C,GSW,MIL,18.4,11,8,0,2,2,0,49.6,36.8,76.1,-9,23,Home,0,0
7132,1200,28,PF,DET,DAL,16.0,12,4,3,0,1,3,42.9,25.7,81.9,-10,17,Home,0,0
4984,1374,27,PF,TOR,NYK,32.9,8,6,4,0,0,2,45.6,29.2,89.4,-10,16,Away,1,0
5207,1309,27,C,POR,UTA,23.2,12,4,2,1,1,3,55.2,36.1,89.7,-11,17,Away,1,0
4323,1119,30,C,LAC,SAC,23.2,11,7,3,1,1,2,48.9,20.7,64.2,-14,21,Home,1,0
2168,1097,26,PF,NYK,IND,26.2,12,5,1,0,1,2,52.7,29.3,79.4,6,17,Home,1,0
1446,1461,30,C,MIL,CHA,25.5,16,9,4,1,1,0,57.1,33.5,66.3,0,31,Away,3,1
4206,1337,24,PF,POR,UTA,17.8,5,6,4,1,0,0,48.1,35.3,73.2,14,16,Away,2,0
2534,1222,30,SG,POR,UTA,20.7,16,2,2,0,0,3,46.2,24.0,75.3,-1,17,Away,1,0
4528,1089,27,SG,BKN,MIN,21.2,18,3,2,2,0,1,42.8,38.3,77.6,1,24,Home,2,1
1696,1086,22,SG,MEM,NYK,23.9,11,2,3,0,0,2,46.9,37.6,76.0,-7,14,Away,2,0
2893,1404,25,SG,NYK,MIL,14.3,9,2,0,1,1,1,46.3,45.1,77.2,6,12,Home,0,0
5827,1239,27,SG,TOR,ORL,33.7,17,5,5,2,3,3,41.9,45.6,69.5,-1,29,Away,0,1
1096,1346,23,PG,MIA,DAL,28.1,11,1,9,1,0,3,47.8,50.4,95.0,-6,19,Away,2,0
