row_id,efficiency_binning_quantile,eff_times_minutes_binning_quantile,scoring_impact_binning_quantile,eff_per_point_binning_quantile,eff_per_min_binning_quantile,scoring_volume_binning_quantile,target
3383,1,1,1,3,1,1,0
5433,6,3,2,5,1,2,0
2504,15,5,5,3,4,5,0
6632,16,6,5,4,3,5,1
7861,7,4,2,6,1,3,0
8973,18,5,5,6,5,4,1
8698,9,3,3,3,5,3,0
313,10,4,3,5,2,3,0
5286,13,4,3,6,6,2,1
4612,8,3,3,2,4,3,0
3159,15,5,5,3,4,5,0
979,12,5,5,2,2,5,1
2765,9,3,3,3,5,3,1
2426,10,3,3,5,5,2,0
8534,3,1,2,1,2,2,0
991,5,1,2,5,6,1,0
6146,20,6,6,2,6,6,1
5789,10,3,4,3,5,3,0
2800,10,4,3,5,3,3,0
1399,9,4,3,2,1,4,0
1949,7,3,3,3,4,3,0
8410,1,1,1,6,1,1,0
5837,16,5,6,3,5,5,1
7770,8,3,2,6,4,2,1
7728,7,2,2,6,6,1,1
6962,12,4,4,2,4,4,1
5320,14,4,4,4,6,3,1
886,2,1,1,6,1,1,0
6511,1,1,1,4,1,1,0
4464,6,2,2,3,5,2,0
4543,8,3,3,2,5,3,0
6110,4,2,1,6,4,1,0
2805,20,6,6,5,5,6,1
5449,19,5,6,4,6,5,1
7405,2,1,1,1,1,1,0
2741,17,5,5,6,6,4,1
4804,5,2,2,2,3,2,0
6045,12,4,5,1,3,5,1
7439,8,2,2,5,5,2,0
8140,3,2,2,1,1,3,0
6342,16,5,5,4,5,5,1
1522,13,4,5,3,4,5,1
6885,1,1,1,3,1,1,0
3623,8,3,2,6,2,2,0
5796,5,2,3,1,5,2,0
607,17,6,5,4,4,5,1
3809,12,3,4,4,6,3,1
4773,4,2,2,2,2,2,0
6143,16,5,4,6,3,4,1
4178,13,5,4,5,2,4,1
6491,3,1,1,4,4,1,0
7827,12,4,4,4,4,4,1
5730,1,1,1,5,1,1,0
5173,14,4,4,5,5,4,1
3284,8,4,4,1,1,4,0
1708,1,1,1,1,1,1,0
2768,10,4,4,1,2,5,1
6221,18,6,5,6,5,5,1
1276,2,1,1,1,1,2,0
4882,9,4,3,2,2,4,0
2406,16,5,4,6,4,4,1
3292,10,4,4,3,3,4,0
1905,5,2,2,5,3,2,0
7848,15,6,5,3,2,6,0
3676,17,6,5,5,3,6,1
63,4,2,2,3,3,2,0
2388,19,6,6,2,4,6,1
3218,1,1,1,2,2,1,0
7391,15,5,5,4,5,5,0
110,14,3,5,3,6,4,1
6104,2,1,1,1,1,2,0
8447,15,5,5,2,2,6,0
3964,4,2,2,1,4,2,0
6634,11,4,4,2,2,5,0
3612,15,5,5,4,3,5,1
1577,12,5,3,5,2,4,1
817,9,4,2,6,2,2,1
8248,5,3,2,2,1,3,0
4425,13,4,4,4,5,4,0
2622,8,3,3,3,3,3,0
2337,8,2,3,3,6,2,0
5061,2,1,1,6,6,1,0
1261,8,4,3,2,1,4,0
2833,16,5,5,5,5,5,1
5700,11,3,4,1,5,4,0
4544,5,1,2,5,6,1,0
3496,16,5,5,3,3,5,1
8793,9,3,3,6,6,2,1
8242,16,5,3,6,5,3,1
1507,8,3,2,6,4,2,1
1830,12,4,4,5,4,4,0
7040,1,1,1,1,1,1,0
1031,11,4,3,5,3,4,0
1862,6,2,2,5,5,2,1
3338,2,1,1,2,2,1,0
8918,7,2,2,6,5,2,0
8085,20,6,6,3,5,6,1
5633,14,5,4,4,3,5,0
7246,16,6,6,2,2,6,1
5874,12,5,4,2,1,5,0
8356,7,3,3,1,2,4,0
8446,19,6,6,5,4,6,0
1623,2,1,1,4,1,1,0
4375,11,5,4,2,1,5,0
2025,10,4,3,5,3,3,0
1918,9,3,4,1,5,3,0
3408,3,2,2,2,1,2,0
8857,7,3,3,1,2,4,0
8077,9,3,3,6,5,2,0
569,16,5,5,5,5,5,1
6164,11,3,4,2,5,4,0
8165,15,4,5,2,6,4,1
250,14,5,3,6,3,3,0
2999,17,5,6,4,6,4,1
925,11,3,3,5,5,3,1
7939,15,5,5,4,5,4,0
6323,19,6,6,2,5,6,1
5995,16,5,5,3,6,5,1
4319,17,6,5,4,4,5,1
5434,13,5,4,5,3,4,1
5670,15,5,5,4,5,5,0
2328,3,1,1,4,3,1,0
3191,2,1,1,5,5,1,0
1855,14,5,5,3,4,5,1
2891,1,1,1,1,1,1,0
7819,12,5,5,1,1,6,1
8782,11,4,5,1,2,5,1
7218,12,4,3,6,5,3,1
7542,3,2,1,4,1,2,0
6315,12,4,4,5,5,3,0
6284,9,3,3,3,6,3,0
6102,20,6,6,4,6,6,1
2368,6,2,2,4,4,2,0
3471,5,2,2,3,5,2,0
2849,8,4,2,5,1,3,0
6530,6,2,2,5,4,2,0
8732,3,1,1,4,3,1,0
3541,1,1,1,5,2,1,0
2492,10,4,3,5,2,3,1
4599,4,2,1,5,4,1,0
8067,1,1,1,1,1,1,0
1595,7,3,3,2,2,3,0
1441,16,5,5,5,4,5,1
2774,2,2,1,6,1,1,0
1646,9,4,4,1,2,4,0
103,18,6,6,1,2,6,1
2531,7,3,3,2,3,3,0
3323,18,6,6,4,4,6,1
5027,10,4,4,2,2,4,0
1215,4,1,1,5,4,1,0
1798,10,4,3,4,2,4,0
4597,4,3,2,3,1,3,0
8930,3,2,1,6,1,1,0
6218,10,3,4,3,4,4,0
6094,7,2,2,4,6,2,1
7569,3,1,1,5,5,1,0
3295,14,6,5,1,1,6,1
8359,14,5,5,3,4,5,0
1600,7,2,2,4,6,2,1
4000,11,4,5,1,2,5,0
2429,19,6,6,5,3,6,1
7948,4,2,1,6,1,2,0
7891,19,6,6,2,4,6,1
5916,20,6,6,4,5,6,1
2779,19,6,6,4,4,6,1
408,6,3,3,2,2,3,1
372,2,1,1,4,5,1,0
447,4,2,1,6,3,1,0
4398,11,4,3,5,3,3,0
5302,9,2,4,1,6,3,0
4293,3,1,2,1,3,2,0
4874,11,5,4,2,1,5,0
2921,11,4,3,6,3,3,0
6432,1,1,1,3,1,1,0
2771,7,2,2,5,4,2,0
1843,8,4,2,6,1,3,1
7223,3,2,1,4,1,2,0
50,12,5,5,2,2,5,0
721,13,4,4,6,3,4,1
8247,6,2,3,2,4,2,0
1642,16,5,6,3,4,5,1
7544,11,4,4,3,4,4,0
1745,2,1,1,1,1,3,0
2107,10,4,4,1,1,5,1
4090,18,6,6,4,5,5,1
460,13,5,5,2,2,5,0
747,18,6,5,5,5,5,1
3042,4,2,1,5,3,1,0
5129,13,5,5,3,3,5,1
2038,12,4,4,4,4,4,0
1464,17,5,6,2,5,6,1
151,4,3,2,4,1,3,0
516,8,4,2,6,1,3,0
7010,12,4,4,2,3,5,0
526,15,5,5,3,3,5,1
7062,12,4,4,3,5,4,0
2648,7,2,2,4,6,2,0
1897,3,1,1,2,3,2,0
5058,20,6,6,2,4,6,1
962,1,1,1,1,1,1,0
781,14,5,4,4,3,5,1
3293,11,4,3,5,4,3,1
4841,20,6,6,6,6,6,1
7288,2,1,1,3,1,1,0
8505,14,3,4,6,6,2,1
1292,4,2,1,5,1,2,0
392,5,1,2,2,6,2,0
3342,2,1,1,5,4,1,0
1895,18,6,6,4,4,6,1
357,3,1,1,5,4,1,0
3740,8,4,3,2,1,4,0
4346,4,2,1,5,4,1,0
4637,2,1,1,1,1,2,0
7806,3,2,1,2,1,2,0
6275,1,1,1,6,2,1,0
4240,16,5,4,6,4,4,1
6843,11,5,3,5,2,4,0
7632,4,2,2,3,3,2,1
1564,3,1,1,5,3,1,0
3187,4,2,2,1,2,3,0
5676,6,3,2,5,2,2,0
7365,11,5,4,2,2,5,0
7554,20,6,6,1,5,6,1
8850,20,6,6,3,6,6,1
366,4,1,2,1,6,2,0
4734,9,3,3,3,5,3,0
1458,6,2,2,3,6,2,0
7418,8,3,3,2,3,4,0
4022,11,3,4,2,5,4,0
6906,16,5,6,3,4,5,1
2608,2,1,1,1,3,1,0
3610,17,5,5,6,5,4,1
6907,1,1,1,3,1,1,0
1381,18,6,6,2,4,6,1
5545,16,6,6,2,3,6,1
5611,19,6,6,2,3,6,1
8991,16,6,6,2,3,6,0
6982,7,3,2,4,2,3,0
7931,16,5,5,3,3,5,1
298,5,2,2,2,4,2,0
3805,8,2,3,4,5,2,0
6134,3,1,1,6,6,1,0
7536,13,4,4,4,5,4,1
1648,12,5,3,6,1,4,1
8907,18,6,5,5,3,5,1
3454,20,6,6,3,5,6,1
2675,17,6,6,2,4,6,1
5865,5,2,2,3,2,2,0
4889,2,1,1,6,5,1,0
8295,14,5,5,2,2,6,0
5987,4,2,1,6,3,1,0
4567,12,4,4,5,3,4,1
2263,9,2,3,3,6,2,0
5071,10,3,3,5,4,3,1
8180,4,1,2,4,5,1,0
4534,3,2,2,1,1,3,0
5808,3,1,1,2,2,2,0
8456,2,1,1,6,1,1,0
2704,17,6,6,3,4,6,1
7654,14,5,4,4,2,5,1
1800,7,1,2,6,6,1,1
2373,4,1,1,5,6,1,0
2989,1,1,1,1,1,2,0
1322,9,3,3,6,6,2,0
4199,5,2,1,6,3,1,0
1965,16,4,5,6,6,4,1
176,20,6,6,5,6,6,1
2962,2,1,1,3,4,1,0
2938,13,4,4,4,6,4,1
5851,18,6,6,4,5,5,1
7864,18,6,6,3,5,6,1
782,3,1,1,6,2,1,0
2970,17,6,6,3,4,6,1
1212,18,5,6,4,6,5,0
7395,10,4,4,2,2,4,0
945,5,2,1,6,3,1,0
5194,11,4,3,5,4,3,0
1175,9,2,3,4,6,2,0
2047,1,1,1,1,1,2,0
2033,14,4,4,6,5,4,1
6936,19,6,6,3,4,6,1
7462,9,4,4,1,2,4,0
4279,19,6,6,1,5,6,1
1823,7,3,2,6,3,2,0
7227,13,5,5,3,2,5,1
1343,17,6,5,6,3,5,1
4362,20,6,6,3,6,6,1
7954,2,2,2,1,1,3,0
7467,7,3,2,5,2,3,0
3854,19,6,6,3,5,6,1
2614,7,3,2,5,3,2,1
3554,13,4,4,4,5,4,1
7013,12,4,5,2,4,5,1
3256,18,6,6,3,2,6,0
982,3,2,2,1,1,2,0
5391,17,5,6,4,6,5,1
3664,12,5,4,2,1,5,1
897,3,1,1,6,3,1,0
7982,1,1,1,6,1,1,0
6008,16,5,6,1,6,6,1
3765,1,1,1,1,1,1,0
4097,11,4,3,6,3,3,1
7263,11,5,4,4,2,4,0
5721,6,3,2,4,1,3,0
6794,5,2,3,1,3,3,0
4582,1,1,1,1,1,1,0
3812,5,2,2,3,2,2,0
849,9,2,3,5,6,2,0
7724,20,6,6,5,5,6,1
3751,3,2,2,3,1,2,0
5593,1,1,1,2,1,1,0
154,11,4,3,5,2,4,1
2816,5,1,2,1,6,2,0
1591,18,6,5,5,3,6,1
163,12,5,5,1,2,5,1
7908,17,3,5,4,6,3,1
6506,12,4,5,2,4,5,0
3045,14,5,5,1,2,6,1
3023,17,6,5,5,4,5,1
3495,13,4,4,4,6,4,1
7292,10,4,4,3,3,4,1
2394,9,3,3,4,4,3,1
6812,19,6,6,2,4,6,0
4676,8,3,4,1,2,4,0
1086,1,1,1,1,1,1,0
3930,15,4,4,6,6,3,1
5300,7,2,3,2,6,2,0
5716,18,4,6,4,6,4,1
6470,1,1,1,1,1,1,0
5253,11,4,4,4,3,4,0
5020,6,2,3,1,3,3,0
1505,2,1,1,1,2,1,0
303,6,2,3,2,3,3,0
3063,2,1,2,1,2,2,0
4498,12,2,4,4,6,2,0
8397,13,5,5,2,3,5,0
5560,2,1,1,4,1,1,0
4033,3,2,1,6,2,1,0
530,16,5,5,3,5,5,1
1724,10,3,3,5,5,3,0
550,10,3,4,1,4,4,0
8132,16,5,5,4,4,5,1
3659,7,2,3,3,4,3,0
5550,6,2,3,1,4,3,0
260,19,6,6,2,3,6,1
2415,18,6,5,5,4,5,1
6229,6,2,1,6,3,1,0
8944,11,4,4,3,4,4,1
7173,11,3,3,5,6,2,1
8115,11,4,4,3,3,4,0
1380,6,2,2,4,4,2,0
6232,7,2,2,5,5,2,0
8831,3,2,1,4,1,2,0
1682,12,3,4,4,6,2,0
5651,18,5,6,4,6,5,1
7744,8,3,3,3,4,3,0
4286,19,6,6,4,6,6,1
4880,19,6,5,6,4,5,1
687,13,5,5,1,2,6,1
5927,13,6,5,1,1,6,1
3107,6,3,3,2,1,4,0
7695,15,4,4,6,5,3,1
6929,10,2,3,6,6,2,1
6527,13,4,5,3,5,4,1
4485,2,1,1,6,5,1,0
8495,18,6,6,3,3,6,1
3857,15,4,5,4,6,4,0
7680,11,4,4,3,3,4,1
8525,19,6,6,4,5,6,1
1783,19,6,6,4,5,6,1
4733,7,3,3,2,1,4,0
155,5,4,2,1,1,4,0
5609,12,5,4,5,2,4,1
4647,16,5,5,5,5,4,1
5737,7,4,3,2,1,4,0
8563,7,3,3,2,2,4,0
3980,1,1,1,1,1,1,0
6018,1,1,1,3,1,1,0
2257,12,4,5,1,4,5,1
8677,11,4,3,6,4,3,0
5986,11,4,4,3,3,4,1
2734,3,2,1,6,1,2,0
4469,6,2,2,5,2,2,1
3596,18,5,6,3,6,5,1
6823,18,6,6,5,6,5,1
2495,14,5,5,3,3,5,0
729,19,6,6,4,4,6,1
8018,15,5,5,4,4,5,1
6097,16,6,5,3,3,6,1
5095,1,1,1,1,3,1,0
8921,1,1,1,2,1,1,0
2145,12,3,5,1,6,4,1
4372,13,5,4,4,2,5,1
6368,10,4,3,6,2,3,0
6770,12,5,4,2,1,5,1
1034,14,5,4,5,4,4,0
6703,12,4,4,4,4,4,0
1555,11,4,4,2,2,5,0
4951,1,1,1,1,1,1,0
4106,9,2,3,5,6,2,1
2832,5,3,1,6,1,2,0
2963,17,6,6,1,3,6,1
6117,16,5,5,3,4,5,1
6616,10,3,3,4,5,3,0
6888,1,1,1,2,1,1,0
8521,3,1,2,3,3,2,0
7047,11,3,4,4,5,3,0
1236,10,4,4,3,3,4,1
8266,6,2,2,5,5,2,0
8089,3,1,1,5,5,1,0
546,3,2,2,2,1,2,0
6562,20,6,6,3,6,6,1
5909,4,3,2,3,1,3,0
2191,18,6,5,5,3,6,1
4002,16,6,5,3,3,6,1
5087,1,1,1,6,1,1,0
5951,11,4,4,2,4,4,1
1880,17,6,6,3,2,6,1
4781,7,3,3,2,2,4,0
6712,10,4,3,6,3,3,1
6014,15,5,6,1,2,6,0
1313,12,4,5,1,5,4,1
7009,2,1,1,1,1,1,0
491,19,6,6,5,6,5,1
4250,2,1,1,2,2,1,0
1352,1,1,1,6,2,1,0
563,3,2,1,4,1,2,0
4149,3,2,1,4,1,2,0
4665,17,5,6,3,6,5,0
8959,7,2,3,1,4,3,0
6710,7,3,2,6,1,2,0
5921,17,6,5,4,4,5,1
7242,13,4,5,2,4,5,0
4786,8,2,3,3,6,2,0
5268,5,3,3,1,1,4,0
5448,18,6,6,1,4,6,0
4753,14,5,4,4,4,4,1
143,10,3,4,3,5,3,1
6636,16,6,5,5,3,5,1
2594,20,6,6,6,6,5,1
5417,11,4,4,2,2,5,0
6786,2,1,1,4,3,1,0
2847,18,6,6,3,4,6,1
7686,3,1,1,2,5,1,0
6042,17,6,5,5,4,5,1
7033,6,2,2,3,3,2,0
93,19,6,6,4,4,6,1
6007,12,5,4,4,2,5,1
8273,1,1,1,1,1,1,0
700,18,6,6,1,4,6,1
7604,6,2,3,1,3,4,0
4184,4,3,2,1,1,4,0
2203,2,1,1,6,1,1,0
2640,6,2,1,6,4,1,0
6377,4,1,2,1,6,2,0
5976,4,2,1,5,1,2,0
953,2,1,1,2,4,1,0
8555,16,5,5,5,5,5,1
217,16,5,5,3,4,5,1
5985,20,6,6,3,5,6,1
861,13,4,4,4,6,3,1
4233,6,3,2,6,1,3,0
736,5,3,3,1,1,4,0
3008,6,2,3,1,4,3,0
269,18,5,6,2,5,6,1
7797,11,4,4,2,2,5,0
2770,2,1,1,5,1,1,0
5756,16,6,6,3,1,6,1
5882,12,4,4,5,5,3,1
4932,15,5,5,4,3,5,1
8543,19,6,6,1,3,6,1
2193,11,4,4,3,3,4,1
5877,4,2,2,1,1,3,0
3719,14,5,4,6,4,4,1
532,12,3,5,2,6,4,1
1840,10,3,4,3,6,3,1
8980,18,6,6,2,3,6,1
2444,5,1,2,3,6,1,0
2055,9,4,3,4,1,4,0
4446,16,3,4,6,6,3,1
8453,5,2,2,1,2,3,0
3887,1,1,1,3,1,1,0
3675,13,4,5,2,5,4,1
8257,8,3,3,3,5,3,0
706,18,6,6,2,2,6,1
5884,12,5,4,2,2,5,0
5155,11,4,4,4,3,4,1
6303,13,4,4,4,6,3,1
1470,6,2,2,4,5,2,0
5166,20,6,6,3,6,6,1
2148,2,1,1,6,1,1,0
7814,19,6,6,5,5,6,1
4718,9,3,3,4,3,3,0
5332,13,5,5,1,3,5,1
1876,15,5,5,3,3,5,1
6648,16,5,6,2,5,5,1
1214,5,2,2,5,4,2,0
1129,1,1,1,1,1,1,0
7813,10,3,3,6,5,2,0
8322,7,3,2,5,2,3,0
4960,12,4,4,3,5,4,1
7063,7,3,3,3,3,3,0
1457,4,2,2,1,1,3,0
8979,11,5,5,1,1,6,0
3576,13,4,4,4,4,4,1
6639,2,1,1,3,2,1,0
4547,8,4,3,2,1,4,0
755,8,3,3,2,4,3,0
4017,20,6,6,4,6,6,1
8118,8,3,3,4,4,3,0
2100,18,6,6,3,4,6,1
4462,15,5,4,6,3,4,1
1911,8,4,3,2,1,4,0
1192,11,4,3,5,2,4,0
778,10,4,4,1,2,5,0
4411,20,6,6,6,6,6,1
5842,12,4,4,2,3,4,1
2842,16,5,5,4,6,4,1
4404,19,6,6,4,4,6,1
503,11,3,4,3,5,4,0
4807,12,3,4,5,6,3,0
7003,16,5,5,4,5,5,1
5989,18,5,6,5,6,5,1
3470,14,5,5,3,3,5,1
1411,16,4,6,3,6,5,1
893,10,4,4,3,3,4,0
1235,6,3,2,4,2,3,0
8721,5,2,2,2,4,2,0
3199,11,4,3,5,4,3,1
2607,4,2,2,1,1,3,0
5432,10,3,3,5,6,2,1
2949,2,1,1,6,3,1,0
662,9,4,3,4,1,4,0
1009,8,3,2,5,4,2,1
3586,16,5,5,4,4,5,1
7568,1,1,1,2,1,1,0
3399,16,5,5,5,4,5,1
7869,11,3,4,2,6,3,0
6990,11,4,4,2,2,5,0
6789,3,1,2,1,4,2,0
4452,16,5,5,5,5,5,0
1145,9,2,3,4,6,2,0
8843,9,4,3,3,1,4,0
6376,7,2,3,3,5,2,0
5116,2,1,1,4,2,1,0
7752,9,3,3,5,3,3,1
5461,2,1,1,4,1,1,0
2072,14,5,5,3,4,5,1
7000,8,3,3,2,3,3,0
6810,11,4,4,2,3,5,0
5305,6,2,2,3,5,2,0
6579,11,4,4,2,3,4,0
4311,3,2,2,2,2,2,0
6574,15,5,5,2,3,6,1
6733,12,4,4,2,5,4,0
6220,17,5,6,2,5,6,1
3886,15,5,4,6,4,4,1
1016,19,6,6,3,4,6,1
5524,10,3,2,6,5,2,0
1285,1,1,1,1,1,1,0
7961,12,4,3,5,3,4,1
1612,9,4,4,1,1,5,0
242,15,5,4,6,2,5,1
1884,14,4,4,5,5,4,0
6821,9,3,2,6,5,2,0
1110,19,6,6,2,6,6,1
7962,18,6,6,5,4,6,1
1251,16,5,5,3,3,5,1
5493,6,2,2,5,5,1,0
565,17,5,5,6,5,5,1
3562,8,3,3,2,4,3,0
2023,19,6,6,2,5,6,1
8288,3,2,2,2,2,2,0
3353,4,2,2,4,4,2,0
7002,15,5,6,1,4,6,0
2985,13,5,5,3,2,5,1
3013,17,5,6,3,6,5,1
1153,20,6,6,5,6,6,1
4692,6,1,3,1,6,2,0
6685,1,1,1,2,1,1,0
6891,10,4,3,5,3,3,1
11,2,2,1,1,1,2,0
5389,20,6,6,6,5,6,1
912,12,5,4,5,2,4,0
1487,5,1,2,2,6,1,0
1582,6,2,3,1,2,3,0
194,7,3,2,6,2,2,0
6781,11,4,4,2,3,4,0
3652,20,6,6,2,6,6,1
2453,17,4,6,4,6,4,1
1737,6,3,2,5,1,2,0
2159,20,6,6,3,6,6,1
4855,15,5,5,5,3,5,1
1699,2,1,1,1,2,1,0
797,3,2,1,5,1,1,0
3524,7,3,3,2,2,3,0
4513,12,3,4,2,6,4,0
4999,18,6,6,3,5,6,1
2603,11,4,4,3,4,4,1
3585,14,5,5,1,4,5,0
1042,8,3,3,4,2,3,0
4038,2,2,1,4,1,1,0
5535,8,3,2,5,2,3,1
5893,17,6,6,2,3,6,1
4255,20,6,6,3,4,6,1
4001,9,3,3,3,6,3,0
1860,11,4,3,5,2,4,0
7476,15,6,5,4,2,6,1
2015,11,3,4,3,6,3,0
6999,7,3,2,4,2,3,0
4995,4,2,3,1,1,4,0
890,9,3,4,1,4,4,0
854,16,5,6,3,5,5,0
5232,12,4,4,2,3,5,0
4046,17,6,5,4,3,6,1
5054,3,2,1,6,1,1,0
2754,10,4,4,3,3,4,0
1043,15,5,5,3,5,5,1
2702,17,6,5,4,4,5,1
6597,17,6,5,4,2,6,1
6126,18,6,6,4,5,5,1
4528,12,3,5,2,6,4,1
4475,6,3,3,2,1,4,0
3165,9,2,3,4,6,2,0
8526,16,6,5,3,2,6,1
3714,2,1,1,5,1,1,0
2412,15,5,4,6,3,4,1
3130,18,6,6,2,2,6,0
5403,8,3,3,3,5,3,0
2851,3,1,1,2,5,1,0
5725,3,1,2,1,3,2,0
3868,18,6,6,2,2,6,0
483,14,5,5,3,4,5,1
228,10,4,4,1,3,4,0
3955,18,6,6,5,4,6,1
3110,7,3,2,4,3,2,0
4282,14,5,5,2,2,6,0
2014,5,2,2,6,2,2,0
8927,9,4,3,4,2,3,0
3210,9,4,3,3,2,4,0
7301,1,1,1,2,1,1,0
160,3,1,1,6,6,1,0
265,6,3,2,4,1,3,0
4823,14,4,5,3,5,4,0
7099,18,6,6,2,2,6,1
7715,16,5,5,5,5,4,1
7248,6,2,2,4,4,2,0
7204,5,3,2,2,1,3,0
8479,14,5,6,1,4,6,0
5486,10,3,4,2,4,4,0
7971,11,4,3,5,4,3,0
6013,17,5,6,4,5,5,1
8128,12,4,4,5,3,4,1
6995,9,3,3,6,4,2,0
5697,6,1,3,1,6,2,0
8498,6,3,3,1,1,4,0
2787,6,2,1,6,5,1,1
3643,12,5,5,1,1,6,0
3599,19,6,5,6,4,5,1
4399,2,1,1,1,1,2,0
1065,7,4,3,1,1,5,0
3776,6,2,2,3,3,3,0
2286,16,6,5,5,3,5,1
6573,12,3,4,5,6,2,0
7495,9,3,2,6,2,2,0
4214,8,3,3,2,3,3,0
3455,3,1,2,1,6,1,0
4451,12,5,4,4,2,5,1
3133,10,4,3,5,2,4,1
8582,2,1,2,1,1,2,0
738,16,6,5,5,2,5,1
7989,6,3,3,1,1,5,0
8137,20,6,6,3,5,6,1
8448,15,5,5,2,4,5,1
7268,10,3,3,4,4,3,0
8696,11,5,5,1,1,6,0
639,2,1,1,6,1,1,0
2730,14,5,4,4,3,5,1
6472,17,5,5,4,5,5,1
5787,9,3,4,1,3,5,0
1728,9,3,3,5,5,2,0
2505,3,1,1,4,3,1,0
1669,20,6,6,3,5,6,1
915,19,6,6,5,4,6,1
3182,2,2,1,1,1,3,0
8464,1,1,1,6,5,1,0
6056,8,2,3,2,6,2,0
4076,9,3,4,1,3,4,0
5988,15,5,5,2,3,6,1
7442,6,2,2,5,4,2,0
819,8,2,3,3,6,2,1
8741,9,3,3,6,4,2,1
2304,16,5,5,2,3,6,1
6827,1,1,1,2,1,1,0
1125,6,2,1,6,2,1,1
4009,16,5,5,4,3,5,1
1435,10,2,4,2,6,3,0
2420,11,4,3,5,4,3,1
2882,3,2,1,4,1,2,0
3011,20,5,6,3,6,6,1
4971,15,4,5,5,6,4,1
8834,4,2,2,2,3,2,0
3897,16,4,5,6,6,4,1
8336,1,1,1,2,1,1,0
4561,14,5,5,3,4,5,1
4349,3,2,2,1,1,2,0
2776,13,5,5,3,2,5,1
2966,8,3,2,6,5,2,0
3780,3,1,2,2,4,2,0
4633,9,4,4,1,2,5,0
8341,13,5,5,1,3,5,1
2574,16,6,5,4,2,6,1
6283,3,2,2,3,2,2,0
3192,6,2,1,6,3,2,0
2260,11,3,4,3,6,3,0
7424,1,1,1,4,1,1,0
8159,4,2,1,6,1,2,0
3946,15,6,5,4,1,6,1
6159,4,2,1,6,3,1,0
8223,9,2,3,2,6,2,0
7209,15,5,5,2,3,5,1
3169,14,4,4,6,6,3,1
7084,3,1,1,6,6,1,0
4546,18,5,6,2,6,5,1
5671,13,5,5,2,2,5,0
4432,14,5,4,6,3,4,1
6246,15,4,5,3,6,4,1
8859,10,3,2,6,4,2,1
1187,17,6,6,1,2,6,1
1601,20,6,6,3,4,6,1
7456,12,5,4,3,2,5,1
1460,5,2,2,5,3,2,0
7152,3,1,3,1,3,3,0
7409,4,2,2,1,2,3,0
5059,11,4,4,3,4,4,1
6414,12,4,4,5,4,4,1
4601,7,3,2,5,2,3,1
8351,18,6,6,4,5,6,1
7866,11,3,4,2,6,4,0
8366,17,5,6,4,5,5,1
4444,7,3,1,6,2,1,0
6592,2,1,1,5,5,1,0
4316,18,6,6,3,5,6,1
346,4,1,2,3,5,1,0
8681,2,1,1,5,1,1,0
3084,16,4,6,2,6,5,0
7203,16,5,5,4,5,5,1
8004,18,6,6,2,6,6,0
2239,6,3,2,3,2,3,0
1754,16,5,5,4,5,5,1
8599,11,3,2,6,5,2,1
8829,12,5,4,4,1,5,0
3924,7,2,2,6,5,2,1
8876,11,3,3,5,6,3,1
4443,11,3,3,6,5,3,1
5415,1,1,1,1,1,1,0
1229,10,3,3,4,4,3,0
339,17,6,6,3,3,6,1
3221,16,5,6,2,4,6,0
8989,2,1,1,5,1,1,0
4691,15,5,5,2,4,5,0
4762,5,2,2,3,5,2,0
2650,1,1,1,1,1,1,0
1674,1,1,1,2,1,1,0
6646,18,6,6,2,5,6,1
4759,4,2,1,5,4,1,0
7001,7,1,2,6,6,1,0
225,10,4,3,5,3,3,0
7181,8,2,3,2,6,3,0
4065,7,1,2,5,6,1,0
1825,7,3,2,6,1,2,0
4736,19,6,6,2,4,6,1
2967,2,1,1,2,1,1,0
1109,20,6,6,5,6,6,1
247,16,5,5,6,5,4,1
6514,6,2,2,4,6,2,0
8467,3,2,1,4,1,2,0
775,5,2,2,3,3,2,0
6380,9,3,3,5,3,3,0
5100,9,4,3,3,2,4,1
7219,7,2,2,6,5,2,1
4680,2,1,1,2,1,1,0
7133,1,1,1,1,1,1,0
8993,11,4,3,5,4,3,1
7993,1,1,1,6,1,1,0
2168,5,3,2,2,1,3,0
7556,12,3,4,4,6,3,1
3588,11,5,4,1,1,6,0
5895,2,1,1,1,1,1,0
3795,1,1,1,6,2,1,0
4456,11,4,3,5,3,4,0
1092,16,4,5,6,6,4,1
8296,2,1,1,1,2,1,0
4201,16,6,6,2,3,6,0
3308,14,4,4,6,4,4,1
4964,1,1,1,1,1,1,0
6297,14,5,4,4,4,4,1
2584,6,2,3,2,5,2,0
6331,8,3,3,2,4,3,0
3115,6,2,2,6,6,1,1
7549,1,1,1,6,2,1,0
6721,16,5,5,3,3,5,0
46,9,3,3,3,5,3,0
7178,16,5,5,4,4,5,1
5729,3,2,2,1,1,3,0
4371,13,5,4,4,2,5,0
1972,11,3,4,1,5,4,1
3521,11,4,5,1,4,5,0
2625,12,5,4,4,2,4,0
5147,14,5,5,1,3,6,1
7118,16,5,6,3,4,6,1
3118,7,3,2,6,2,2,0
5849,7,2,3,3,4,3,0
7431,1,1,1,2,1,1,0
1774,20,6,6,5,6,6,1
4885,7,4,3,3,1,4,0
2602,15,4,5,5,6,3,1
1786,13,4,4,4,4,4,1
5595,6,2,2,4,4,2,0
76,16,5,5,4,5,5,0
816,6,2,2,5,3,2,0
5764,1,1,1,4,1,1,0
3139,8,3,2,6,3,2,1
