row_id,efficiency_binning_standard,opponent_freq,eff_times_minutes_binning_standard,plus_minus_binning_standard,team_freq,scoring_impact_binning_standard,target
2124,14,0.03319444444444444,4,5,0.03013888888888889,3,1
7425,8,0.035694444444444445,2,5,0.03375,2,0
1417,8,0.03263888888888889,2,3,0.03388888888888889,2,0
4740,11,0.03208333333333333,2,3,0.03208333333333333,2,1
6346,15,0.032916666666666664,4,4,0.029583333333333333,3,1
5716,14,0.0375,3,1,0.03638888888888889,3,1
8268,6,0.035,1,3,0.03333333333333333,1,0
5681,8,0.035555555555555556,2,6,0.035555555555555556,2,1
7896,9,0.03263888888888889,2,2,0.035555555555555556,2,0
8753,14,0.029722222222222223,4,4,0.03333333333333333,4,1
2198,15,0.03194444444444444,5,4,0.03166666666666667,4,1
4878,10,0.03194444444444444,2,3,0.03638888888888889,2,0
3363,13,0.03166666666666667,3,2,0.03333333333333333,3,0
5519,11,0.035555555555555556,3,4,0.030972222222222224,2,0
726,11,0.035694444444444445,3,4,0.03763888888888889,2,1
6448,10,0.03194444444444444,2,3,0.03166666666666667,2,0
4029,11,0.03319444444444444,3,4,0.03666666666666667,2,1
809,13,0.03194444444444444,3,4,0.03666666666666667,3,1
3904,7,0.035694444444444445,2,3,0.03375,1,0
7955,8,0.0375,2,3,0.03763888888888889,2,0
959,2,0.03194444444444444,1,2,0.03013888888888889,1,0
6659,10,0.035694444444444445,2,3,0.03333333333333333,2,0
8997,7,0.03236111111111111,1,5,0.03208333333333333,1,0
8836,8,0.0375,1,3,0.034027777777777775,2,0
811,10,0.03763888888888889,3,5,0.03375,2,0
8047,14,0.03236111111111111,4,2,0.03013888888888889,3,1
835,8,0.03208333333333333,2,3,0.03638888888888889,1,0
4055,7,0.03763888888888889,2,3,0.03388888888888889,1,0
2424,10,0.035694444444444445,3,1,0.032916666666666664,2,0
6115,10,0.03319444444444444,3,3,0.03375,2,0
3818,13,0.0375,4,3,0.034027777777777775,4,0
1236,10,0.0375,2,3,0.03263888888888889,2,1
1226,6,0.034027777777777775,1,4,0.03388888888888889,1,0
6452,9,0.0375,2,5,0.03166666666666667,2,0
6709,15,0.030972222222222224,5,4,0.029583333333333333,4,1
8364,10,0.035555555555555556,3,4,0.035416666666666666,2,0
4701,10,0.035,2,4,0.03013888888888889,3,0
4101,13,0.03138888888888889,3,3,0.03638888888888889,3,1
3218,5,0.03319444444444444,1,4,0.034166666666666665,1,0
6181,8,0.034722222222222224,2,4,0.030972222222222224,2,0
288,10,0.03208333333333333,2,2,0.03333333333333333,2,1
3990,6,0.034861111111111114,1,3,0.030972222222222224,1,0
2967,5,0.03180555555555555,1,5,0.03638888888888889,1,0
3165,10,0.03194444444444444,2,4,0.03375,2,0
4833,12,0.032916666666666664,3,3,0.03333333333333333,3,0
8876,10,0.03208333333333333,2,3,0.03638888888888889,2,1
7161,10,0.03208333333333333,3,4,0.03666666666666667,3,0
1658,8,0.03194444444444444,2,4,0.034861111111111114,1,0
1976,6,0.035416666666666666,1,4,0.03333333333333333,1,0
2398,8,0.03347222222222222,2,3,0.032916666666666664,2,0
453,12,0.03208333333333333,3,3,0.03305555555555555,3,0
6453,14,0.030972222222222224,4,4,0.03180555555555555,4,1
5718,9,0.03319444444444444,2,4,0.03208333333333333,2,0
7546,13,0.030972222222222224,3,3,0.034166666666666665,3,1
5174,5,0.03194444444444444,1,5,0.03333333333333333,1,0
2620,15,0.034722222222222224,5,2,0.03375,4,1
423,9,0.03347222222222222,2,3,0.035555555555555556,1,1
7639,11,0.03138888888888889,3,4,0.030972222222222224,2,1
1221,9,0.03763888888888889,2,4,0.034861111111111114,2,0
2930,11,0.034444444444444444,2,4,0.03166666666666667,2,1
658,12,0.03208333333333333,3,3,0.030972222222222224,3,1
3302,13,0.03180555555555555,3,4,0.03333333333333333,2,1
5326,10,0.035555555555555556,2,3,0.034861111111111114,2,1
2846,7,0.03208333333333333,2,5,0.034722222222222224,1,0
3024,13,0.034444444444444444,4,3,0.032916666666666664,3,1
6224,13,0.03319444444444444,4,4,0.03263888888888889,3,1
8672,11,0.034861111111111114,2,3,0.03638888888888889,2,0
1002,12,0.03138888888888889,3,6,0.03013888888888889,2,1
103,14,0.034027777777777775,5,4,0.03180555555555555,4,1
2419,13,0.03194444444444444,4,4,0.03375,3,0
7566,7,0.03166666666666667,1,4,0.03166666666666667,1,0
6121,8,0.03319444444444444,2,4,0.03638888888888889,1,0
6786,6,0.03347222222222222,1,1,0.03388888888888889,1,0
1581,10,0.03194444444444444,2,4,0.035416666666666666,2,1
4056,8,0.030972222222222224,1,1,0.034027777777777775,2,0
2207,8,0.034861111111111114,2,6,0.034027777777777775,2,0
171,15,0.034583333333333334,5,2,0.03680555555555556,4,1
8314,8,0.03208333333333333,2,4,0.03680555555555556,1,0
136,8,0.03194444444444444,1,4,0.03305555555555555,1,0
758,8,0.030972222222222224,2,4,0.03388888888888889,2,0
5521,8,0.03208333333333333,2,4,0.034722222222222224,1,0
1311,17,0.030972222222222224,5,4,0.03013888888888889,6,1
1218,7,0.03138888888888889,2,2,0.034027777777777775,1,0
2285,11,0.03236111111111111,3,3,0.03166666666666667,2,0
8089,6,0.034722222222222224,1,4,0.03375,1,0
2906,12,0.03236111111111111,4,4,0.035555555555555556,3,1
5516,13,0.03319444444444444,4,3,0.03763888888888889,3,1
3556,11,0.03166666666666667,3,2,0.03125,2,0
5604,12,0.03347222222222222,4,4,0.03013888888888889,3,1
1936,6,0.035,1,4,0.034166666666666665,1,0
6347,12,0.034444444444444444,3,4,0.03375,3,1
4057,13,0.03138888888888889,3,3,0.034166666666666665,3,1
4040,6,0.03236111111111111,1,4,0.034166666666666665,1,0
808,11,0.03347222222222222,3,2,0.034861111111111114,2,1
2046,14,0.035555555555555556,4,5,0.03208333333333333,4,1
5613,10,0.029722222222222223,3,3,0.03763888888888889,2,0
463,10,0.035416666666666666,3,3,0.03666666666666667,2,0
2928,7,0.03180555555555555,1,2,0.03388888888888889,1,0
1957,10,0.034722222222222224,2,5,0.03638888888888889,1,0
2446,15,0.035555555555555556,5,3,0.03013888888888889,4,1
5517,9,0.034861111111111114,2,4,0.034861111111111114,2,0
4718,10,0.03347222222222222,2,3,0.03333333333333333,2,0
4948,9,0.03347222222222222,2,4,0.03333333333333333,2,1
3236,14,0.03319444444444444,4,4,0.03013888888888889,4,1
800,17,0.035555555555555556,6,5,0.035555555555555556,5,1
2403,9,0.034722222222222224,2,4,0.03388888888888889,1,0
4619,10,0.03138888888888889,3,3,0.03763888888888889,2,1
1074,7,0.03166666666666667,2,4,0.03680555555555556,1,0
4435,2,0.035,1,3,0.03333333333333333,1,0
6549,14,0.03180555555555555,4,3,0.03166666666666667,3,1
145,4,0.0375,1,3,0.03333333333333333,1,0
6602,6,0.03319444444444444,2,4,0.03166666666666667,1,0
1341,5,0.034027777777777775,1,5,0.034166666666666665,1,0
4099,11,0.03208333333333333,3,3,0.03166666666666667,2,0
7589,7,0.034861111111111114,1,5,0.03333333333333333,1,0
2092,12,0.03208333333333333,4,4,0.03375,3,1
6862,12,0.03763888888888889,3,4,0.035416666666666666,3,0
5675,9,0.03138888888888889,2,5,0.030972222222222224,2,0
5795,12,0.03138888888888889,3,5,0.03125,2,1
5472,13,0.03263888888888889,4,6,0.034861111111111114,3,1
5826,17,0.03263888888888889,5,3,0.03375,4,1
5961,4,0.03208333333333333,1,3,0.03208333333333333,1,0
3541,4,0.03166666666666667,1,5,0.03305555555555555,1,0
4739,7,0.034583333333333334,2,3,0.03305555555555555,1,0
5508,10,0.03236111111111111,3,4,0.029583333333333333,2,1
1004,9,0.03263888888888889,2,3,0.03013888888888889,2,0
4369,8,0.03208333333333333,1,3,0.03013888888888889,1,0
5843,10,0.03236111111111111,3,3,0.03388888888888889,2,0
5108,8,0.03347222222222222,2,4,0.03333333333333333,1,0
3471,8,0.035416666666666666,1,4,0.03166666666666667,1,0
4271,14,0.035555555555555556,4,4,0.03333333333333333,4,1
556,6,0.03166666666666667,1,2,0.03208333333333333,1,0
3892,9,0.03236111111111111,1,3,0.03305555555555555,1,0
4824,5,0.035694444444444445,1,4,0.03333333333333333,1,0
8215,9,0.03263888888888889,1,3,0.03333333333333333,1,0
1486,7,0.03180555555555555,2,3,0.035416666666666666,2,0
7001,9,0.034583333333333334,1,3,0.03388888888888889,1,0
1273,11,0.03194444444444444,3,3,0.035416666666666666,2,1
7346,11,0.034444444444444444,3,4,0.03680555555555556,2,1
1412,7,0.03180555555555555,1,4,0.034722222222222224,1,0
8419,3,0.029722222222222223,1,2,0.03333333333333333,1,0
754,14,0.034027777777777775,4,4,0.03263888888888889,3,1
1472,9,0.035555555555555556,2,1,0.03305555555555555,2,0
4327,8,0.03263888888888889,2,5,0.03013888888888889,2,0
7651,11,0.035694444444444445,3,4,0.03263888888888889,2,1
8946,15,0.03236111111111111,5,3,0.034166666666666665,4,1
6948,8,0.035,2,5,0.03763888888888889,2,0
3077,7,0.0375,1,4,0.03763888888888889,1,0
5654,13,0.035555555555555556,4,3,0.03305555555555555,2,1
6450,6,0.034444444444444444,1,4,0.034027777777777775,1,0
3289,11,0.0375,2,4,0.035555555555555556,2,1
4754,7,0.03194444444444444,2,5,0.03375,1,0
7434,9,0.03319444444444444,2,5,0.03666666666666667,2,0
982,7,0.035694444444444445,2,3,0.03375,1,0
8242,13,0.029722222222222223,3,4,0.034166666666666665,2,1
4120,13,0.03347222222222222,3,3,0.034027777777777775,3,1
2723,14,0.03194444444444444,4,4,0.03263888888888889,3,1
8420,10,0.03194444444444444,3,2,0.03305555555555555,2,0
1269,10,0.03194444444444444,2,3,0.03333333333333333,2,0
2463,9,0.035694444444444445,2,6,0.032916666666666664,2,0
4406,14,0.03208333333333333,4,3,0.03388888888888889,3,1
269,14,0.03347222222222222,4,3,0.03375,4,1
655,7,0.029722222222222223,1,3,0.03305555555555555,1,0
5524,10,0.03347222222222222,2,4,0.035416666666666666,2,0
5071,10,0.03138888888888889,2,4,0.03305555555555555,2,1
8214,13,0.035555555555555556,4,5,0.03333333333333333,3,1
2414,7,0.03138888888888889,2,5,0.03166666666666667,1,0
6005,10,0.034583333333333334,2,3,0.034166666666666665,2,0
2822,15,0.03208333333333333,5,4,0.03388888888888889,3,1
429,10,0.03319444444444444,3,3,0.03666666666666667,2,0
590,10,0.03194444444444444,3,5,0.03375,2,0
496,12,0.03319444444444444,3,4,0.034166666666666665,3,1
4033,7,0.035555555555555556,1,3,0.03680555555555556,1,0
4229,11,0.035,3,1,0.03680555555555556,2,1
5370,7,0.030972222222222224,2,4,0.03263888888888889,1,0
5404,13,0.03208333333333333,3,3,0.03763888888888889,3,1
6158,17,0.03166666666666667,5,4,0.034166666666666665,4,1
6411,10,0.035555555555555556,2,3,0.035555555555555556,2,1
529,9,0.03763888888888889,2,4,0.03333333333333333,2,0
1809,11,0.03194444444444444,3,4,0.03763888888888889,3,1
7750,7,0.03236111111111111,1,4,0.03333333333333333,1,0
2056,8,0.035555555555555556,1,4,0.03375,1,0
1232,11,0.035694444444444445,2,5,0.03333333333333333,2,0
2029,11,0.03180555555555555,3,4,0.034861111111111114,2,0
5494,12,0.035555555555555556,3,3,0.03375,3,0
678,12,0.03208333333333333,3,3,0.03333333333333333,2,1
7096,13,0.03138888888888889,3,3,0.03638888888888889,3,1
6594,10,0.035416666666666666,2,4,0.03333333333333333,2,0
6417,18,0.035555555555555556,5,3,0.03333333333333333,5,1
8407,7,0.035,2,4,0.03375,2,0
7441,8,0.029722222222222223,2,3,0.03333333333333333,1,1
2742,8,0.03208333333333333,2,5,0.034166666666666665,2,0
4092,9,0.032916666666666664,2,5,0.034027777777777775,2,0
4012,11,0.03194444444444444,3,4,0.034166666666666665,2,1
8806,15,0.035,5,3,0.03666666666666667,3,1
2433,6,0.035555555555555556,1,3,0.03375,1,0
5093,13,0.035694444444444445,3,4,0.03333333333333333,3,1
5389,17,0.03138888888888889,5,2,0.03388888888888889,4,1
552,12,0.030972222222222224,3,5,0.03763888888888889,2,1
5023,11,0.03763888888888889,3,2,0.03375,2,0
4043,11,0.03208333333333333,3,6,0.029583333333333333,2,1
3784,12,0.03208333333333333,3,5,0.03333333333333333,2,1
1612,10,0.03194444444444444,3,4,0.03333333333333333,2,0
4422,6,0.035,1,3,0.03013888888888889,1,0
5212,11,0.03194444444444444,3,3,0.03375,2,1
8246,13,0.03194444444444444,4,4,0.035555555555555556,3,1
3795,5,0.03319444444444444,1,3,0.034027777777777775,1,0
674,15,0.03236111111111111,4,6,0.03388888888888889,3,1
7179,8,0.03208333333333333,2,4,0.035416666666666666,2,0
4882,10,0.035694444444444445,2,4,0.03180555555555555,2,0
7021,10,0.03208333333333333,2,3,0.03388888888888889,2,1
5072,5,0.03236111111111111,2,2,0.03125,1,0
8515,9,0.03263888888888889,2,5,0.034861111111111114,1,1
4589,6,0.03208333333333333,1,5,0.035416666666666666,1,0
606,8,0.034027777777777775,2,4,0.03333333333333333,2,0
5730,3,0.035694444444444445,1,4,0.03013888888888889,1,0
7052,10,0.03319444444444444,2,4,0.034722222222222224,2,1
5779,2,0.03166666666666667,1,5,0.03180555555555555,1,0
1469,12,0.03347222222222222,3,3,0.03680555555555556,2,0
7884,9,0.03763888888888889,2,3,0.03666666666666667,2,0
1983,9,0.034861111111111114,2,3,0.032916666666666664,2,0
4786,9,0.03208333333333333,2,4,0.03013888888888889,2,0
891,11,0.035555555555555556,3,4,0.035555555555555556,2,0
6833,8,0.03208333333333333,2,3,0.03388888888888889,2,0
8016,10,0.034027777777777775,3,3,0.03763888888888889,2,1
844,5,0.03319444444444444,1,3,0.034861111111111114,1,0
2156,12,0.035555555555555556,3,4,0.034722222222222224,3,1
4774,9,0.034444444444444444,2,5,0.03180555555555555,2,0
8795,8,0.03194444444444444,2,4,0.034861111111111114,1,0
2078,10,0.03236111111111111,2,4,0.03333333333333333,2,0
5585,10,0.03236111111111111,2,4,0.03333333333333333,2,1
5007,4,0.0375,1,5,0.034166666666666665,1,0
5475,6,0.03347222222222222,2,3,0.03763888888888889,1,0
3521,10,0.03319444444444444,2,3,0.03013888888888889,3,0
4695,15,0.03319444444444444,5,3,0.03208333333333333,4,1
2800,10,0.035555555555555556,2,2,0.030972222222222224,2,0
5833,6,0.034444444444444444,1,3,0.03125,1,0
585,13,0.03194444444444444,4,2,0.03180555555555555,2,1
3269,11,0.035555555555555556,3,2,0.034166666666666665,3,0
8389,3,0.034722222222222224,1,3,0.03013888888888889,1,0
4003,14,0.035,4,3,0.034166666666666665,3,1
5437,15,0.03138888888888889,4,3,0.03125,4,0
4126,12,0.03263888888888889,3,4,0.03208333333333333,2,1
5825,12,0.030972222222222224,3,1,0.03166666666666667,3,0
8183,13,0.03763888888888889,3,3,0.03333333333333333,3,1
6262,14,0.03347222222222222,4,3,0.03388888888888889,4,1
4163,13,0.034444444444444444,3,4,0.03763888888888889,3,1
4536,10,0.03194444444444444,2,5,0.03375,2,0
6006,7,0.034861111111111114,1,4,0.03263888888888889,1,0
4587,8,0.029722222222222223,2,3,0.03263888888888889,2,0
4211,15,0.03138888888888889,4,5,0.03180555555555555,4,1
8825,12,0.03138888888888889,3,2,0.03166666666666667,3,0
2551,5,0.030972222222222224,1,4,0.035555555555555556,1,0
6908,13,0.034027777777777775,4,3,0.03333333333333333,3,1
6313,12,0.03208333333333333,3,4,0.035416666666666666,3,1
345,12,0.034027777777777775,3,3,0.03305555555555555,3,1
2186,11,0.034444444444444444,3,3,0.03208333333333333,3,0
5166,18,0.03194444444444444,5,4,0.03180555555555555,5,1
7013,11,0.034444444444444444,3,5,0.034027777777777775,3,1
6426,13,0.03208333333333333,3,4,0.03208333333333333,2,1
3839,13,0.035416666666666666,3,4,0.03680555555555556,3,1
8704,7,0.035416666666666666,2,4,0.032916666666666664,1,0
872,9,0.030972222222222224,2,3,0.029583333333333333,2,1
4464,8,0.03236111111111111,2,5,0.034166666666666665,2,0
8477,14,0.03194444444444444,4,4,0.034027777777777775,3,1
5890,6,0.03263888888888889,2,3,0.03013888888888889,1,0
8693,11,0.03208333333333333,3,4,0.034722222222222224,2,1
91,14,0.032916666666666664,3,4,0.03763888888888889,3,1
8399,10,0.035555555555555556,2,3,0.03375,2,0
5172,15,0.03180555555555555,4,4,0.03263888888888889,4,1
6077,13,0.035555555555555556,4,6,0.03263888888888889,3,1
6144,9,0.030972222222222224,2,2,0.03638888888888889,2,0
7885,6,0.032916666666666664,1,4,0.029583333333333333,1,0
8166,9,0.03763888888888889,2,3,0.03333333333333333,2,0
6356,11,0.03763888888888889,2,4,0.03638888888888889,2,1
2118,8,0.030972222222222224,1,3,0.035555555555555556,1,0
2938,11,0.029722222222222223,2,3,0.032916666666666664,2,1
8311,8,0.03180555555555555,2,3,0.03388888888888889,2,0
7437,7,0.030972222222222224,1,3,0.03666666666666667,1,0
2837,12,0.034027777777777775,3,3,0.03375,3,1
3097,11,0.03208333333333333,3,2,0.034166666666666665,2,0
5606,12,0.03180555555555555,2,3,0.035555555555555556,3,0
5648,14,0.035,3,4,0.03305555555555555,3,1
948,14,0.0375,4,5,0.03333333333333333,3,1
2926,15,0.03263888888888889,4,3,0.03375,4,1
4339,10,0.034722222222222224,2,4,0.03333333333333333,2,1
3215,9,0.03208333333333333,2,4,0.03263888888888889,2,0
7866,10,0.034722222222222224,2,4,0.03375,2,0
6145,12,0.03347222222222222,3,5,0.03125,2,1
884,13,0.034861111111111114,3,3,0.03763888888888889,3,1
7628,10,0.03236111111111111,3,5,0.03208333333333333,2,1
5671,11,0.03347222222222222,3,4,0.030972222222222224,3,0
7257,10,0.035694444444444445,2,4,0.03333333333333333,2,0
5678,7,0.03208333333333333,2,3,0.03125,1,0
628,6,0.035555555555555556,1,5,0.03180555555555555,1,0
1457,7,0.0375,2,3,0.034027777777777775,1,0
8601,9,0.03319444444444444,2,6,0.03375,2,0
7232,12,0.0375,3,4,0.034027777777777775,2,1
6556,8,0.03166666666666667,2,2,0.035555555555555556,2,0
7775,10,0.03236111111111111,2,4,0.03208333333333333,2,1
5839,16,0.03236111111111111,4,4,0.03388888888888889,5,1
6538,15,0.035416666666666666,5,3,0.03013888888888889,4,1
8632,5,0.034722222222222224,1,5,0.03388888888888889,1,0
7018,10,0.03763888888888889,2,5,0.034027777777777775,2,0
6875,10,0.03180555555555555,2,3,0.03125,2,0
2416,12,0.034583333333333334,4,4,0.03763888888888889,3,1
5928,8,0.030972222222222224,2,4,0.03375,1,0
7424,4,0.034444444444444444,1,3,0.03208333333333333,1,0
4467,11,0.034861111111111114,3,4,0.034722222222222224,2,0
5490,15,0.03194444444444444,4,3,0.03375,4,1
6591,18,0.03208333333333333,5,3,0.03166666666666667,5,1
8318,12,0.034861111111111114,3,4,0.03208333333333333,3,1
2900,6,0.0375,1,5,0.032916666666666664,1,0
434,17,0.032916666666666664,5,5,0.03013888888888889,5,1
2399,13,0.035,3,4,0.03125,3,1
2210,11,0.03208333333333333,3,5,0.03375,2,1
1711,10,0.03166666666666667,3,4,0.034027777777777775,2,1
3354,10,0.034444444444444444,2,4,0.035416666666666666,2,0
8471,10,0.035416666666666666,3,3,0.03013888888888889,2,0
105,10,0.034444444444444444,3,4,0.030972222222222224,2,0
5757,6,0.03236111111111111,1,4,0.034722222222222224,1,0
1187,14,0.03763888888888889,4,4,0.03013888888888889,4,1
7840,4,0.03236111111111111,1,5,0.03666666666666667,1,0
3185,12,0.03194444444444444,3,6,0.03680555555555556,3,1
8812,3,0.034861111111111114,1,3,0.03208333333333333,1,0
6398,8,0.03194444444444444,2,2,0.03166666666666667,1,0
7047,10,0.034444444444444444,2,5,0.029583333333333333,2,0
8417,10,0.03208333333333333,2,3,0.03680555555555556,2,0
8898,16,0.03138888888888889,5,3,0.03375,5,1
152,6,0.03763888888888889,1,4,0.035416666666666666,1,0
3283,12,0.03236111111111111,3,4,0.034027777777777775,2,1
6170,11,0.03208333333333333,3,2,0.03375,3,0
5014,14,0.034583333333333334,4,2,0.03208333333333333,3,1
916,4,0.034861111111111114,1,3,0.03375,1,0
1306,4,0.03236111111111111,1,2,0.03208333333333333,1,0
4398,10,0.03194444444444444,3,4,0.030972222222222224,2,0
3050,9,0.034444444444444444,2,4,0.034166666666666665,2,0
8450,11,0.035694444444444445,3,4,0.03333333333333333,3,0
8107,8,0.035694444444444445,2,4,0.034722222222222224,1,0
8567,10,0.035,2,4,0.03333333333333333,2,1
7032,10,0.03138888888888889,2,3,0.03208333333333333,2,0
5764,4,0.034444444444444444,1,4,0.03208333333333333,1,0
5154,5,0.035694444444444445,1,3,0.035416666666666666,1,0
3922,11,0.030972222222222224,3,5,0.03333333333333333,2,1
6474,12,0.03180555555555555,4,3,0.03333333333333333,2,1
2797,11,0.03347222222222222,3,4,0.03375,2,1
2702,14,0.03236111111111111,4,2,0.032916666666666664,3,1
1399,10,0.03319444444444444,3,3,0.034027777777777775,2,0
2520,13,0.035555555555555556,4,2,0.03388888888888889,3,1
3359,10,0.034861111111111114,3,6,0.03638888888888889,2,1
8274,12,0.030972222222222224,3,5,0.03763888888888889,3,1
184,7,0.03194444444444444,1,3,0.03388888888888889,1,0
4044,8,0.03208333333333333,2,4,0.034166666666666665,1,0
367,5,0.03208333333333333,1,4,0.03013888888888889,1,0
8929,17,0.0375,5,4,0.03388888888888889,4,1
6087,13,0.035416666666666666,3,3,0.03263888888888889,3,0
8653,14,0.03347222222222222,4,4,0.03333333333333333,3,1
6114,5,0.03208333333333333,1,3,0.03263888888888889,1,0
2418,9,0.03208333333333333,2,4,0.029583333333333333,2,1
472,10,0.03138888888888889,2,3,0.035416666666666666,2,0
968,10,0.03208333333333333,2,4,0.03638888888888889,1,0
6546,9,0.035,2,4,0.03333333333333333,2,1
6461,10,0.034583333333333334,2,4,0.03013888888888889,2,0
2657,11,0.034583333333333334,3,3,0.03166666666666667,2,1
6779,11,0.035694444444444445,3,3,0.03166666666666667,2,1
210,10,0.034444444444444444,3,1,0.03125,2,0
1962,9,0.030972222222222224,2,3,0.029583333333333333,2,1
897,7,0.035555555555555556,1,3,0.03638888888888889,1,0
8614,10,0.03236111111111111,2,4,0.03638888888888889,2,0
3820,9,0.03138888888888889,2,3,0.03013888888888889,1,0
8569,12,0.03208333333333333,4,4,0.03333333333333333,3,0
1774,16,0.034444444444444444,4,3,0.03666666666666667,4,1
5147,12,0.035555555555555556,3,5,0.03180555555555555,3,1
2300,12,0.034722222222222224,3,2,0.03013888888888889,3,0
1210,17,0.03347222222222222,5,2,0.03208333333333333,4,1
6799,7,0.03236111111111111,2,2,0.03375,1,0
5580,7,0.03194444444444444,2,4,0.03263888888888889,1,0
8975,11,0.03763888888888889,2,4,0.035555555555555556,3,0
1271,6,0.034444444444444444,1,3,0.03333333333333333,1,0
1252,14,0.03138888888888889,4,4,0.03208333333333333,3,1
3177,8,0.03236111111111111,1,4,0.03638888888888889,1,0
7621,7,0.03347222222222222,1,4,0.034722222222222224,1,0
8536,9,0.03763888888888889,2,3,0.030972222222222224,2,0
8391,11,0.03208333333333333,2,2,0.03013888888888889,2,0
3974,12,0.03208333333333333,3,5,0.034027777777777775,2,1
1293,10,0.03347222222222222,2,4,0.034861111111111114,2,0
6689,10,0.029722222222222223,2,3,0.03333333333333333,2,0
5265,13,0.03236111111111111,3,4,0.03125,2,1
3371,9,0.03763888888888889,2,2,0.035555555555555556,2,0
5991,9,0.03236111111111111,2,3,0.03013888888888889,2,0
4664,8,0.03180555555555555,1,3,0.032916666666666664,1,0
5191,9,0.03138888888888889,2,3,0.035555555555555556,2,0
3652,17,0.03194444444444444,5,4,0.03333333333333333,6,1
3316,11,0.0375,3,4,0.035555555555555556,2,0
4079,10,0.03180555555555555,3,3,0.03680555555555556,2,0
293,10,0.034027777777777775,2,5,0.03388888888888889,2,0
6122,7,0.03208333333333333,2,4,0.03763888888888889,1,0
8141,10,0.03166666666666667,3,3,0.03125,2,0
1052,11,0.03138888888888889,2,4,0.034861111111111114,2,1
4783,13,0.034722222222222224,4,3,0.034166666666666665,3,1
4849,11,0.034583333333333334,3,3,0.03666666666666667,2,0
7214,10,0.03194444444444444,2,4,0.03180555555555555,2,1
273,8,0.03263888888888889,2,4,0.03180555555555555,1,0
2043,9,0.034027777777777775,2,5,0.03375,2,0
5185,9,0.03138888888888889,2,2,0.034166666666666665,2,0
3919,7,0.034027777777777775,1,5,0.03388888888888889,1,0
4186,7,0.034444444444444444,1,5,0.03638888888888889,1,0
104,8,0.035555555555555556,2,4,0.03125,1,0
1087,6,0.034722222222222224,2,4,0.030972222222222224,1,0
4665,14,0.034722222222222224,3,3,0.03013888888888889,3,0
7808,12,0.03208333333333333,2,5,0.03166666666666667,3,1
5118,14,0.034027777777777775,4,4,0.03375,2,1
4692,8,0.030972222222222224,1,3,0.03013888888888889,2,0
2904,16,0.03138888888888889,5,4,0.03388888888888889,4,1
5382,11,0.03194444444444444,3,3,0.03305555555555555,2,1
7020,10,0.034722222222222224,3,5,0.03125,2,0
4047,15,0.03236111111111111,4,4,0.03333333333333333,4,1
5596,9,0.035,2,5,0.03263888888888889,2,0
6782,9,0.03236111111111111,2,3,0.03388888888888889,1,0
6606,12,0.034027777777777775,3,4,0.034027777777777775,2,1
6811,10,0.03208333333333333,2,3,0.03013888888888889,2,0
4448,10,0.03208333333333333,3,4,0.034722222222222224,2,1
4123,11,0.030972222222222224,2,4,0.034861111111111114,2,0
6292,9,0.03194444444444444,3,3,0.03305555555555555,2,0
614,8,0.03194444444444444,2,4,0.03666666666666667,1,0
8886,10,0.03319444444444444,2,3,0.03013888888888889,2,0
5333,10,0.032916666666666664,2,4,0.034861111111111114,2,0
4707,12,0.03194444444444444,3,4,0.029583333333333333,3,1
5590,9,0.03236111111111111,2,3,0.034861111111111114,1,0
3479,15,0.034722222222222224,5,4,0.034861111111111114,4,1
5731,10,0.03208333333333333,2,4,0.03375,2,1
1749,13,0.030972222222222224,4,4,0.03638888888888889,3,1
733,5,0.03763888888888889,1,3,0.03166666666666667,1,0
8241,8,0.035555555555555556,2,4,0.03013888888888889,2,0
4479,9,0.034583333333333334,2,4,0.035416666666666666,2,0
3873,6,0.0375,1,2,0.03638888888888889,1,0
7703,15,0.03138888888888889,4,3,0.035555555555555556,3,1
2911,12,0.03138888888888889,3,3,0.03333333333333333,3,0
6199,9,0.035555555555555556,2,5,0.032916666666666664,2,0
2663,13,0.03763888888888889,3,3,0.03333333333333333,3,1
7239,13,0.03347222222222222,4,6,0.03263888888888889,3,1
4693,7,0.035416666666666666,1,4,0.03333333333333333,1,0
8579,9,0.03263888888888889,2,4,0.03180555555555555,2,0
3114,9,0.03208333333333333,2,4,0.035416666666666666,2,0
3304,10,0.03166666666666667,3,4,0.03680555555555556,2,0
2155,12,0.035555555555555556,3,2,0.035416666666666666,2,1
1345,15,0.03208333333333333,4,4,0.03263888888888889,4,1
8845,10,0.034583333333333334,3,3,0.029583333333333333,2,0
3262,15,0.034722222222222224,4,5,0.03013888888888889,4,1
7356,11,0.0375,3,3,0.03638888888888889,2,0
3993,5,0.035555555555555556,1,2,0.034861111111111114,1,0
5232,11,0.030972222222222224,3,4,0.03013888888888889,2,0
953,5,0.034027777777777775,1,2,0.03208333333333333,1,0
6335,6,0.034583333333333334,1,4,0.03375,1,0
3022,14,0.035416666666666666,4,3,0.03388888888888889,3,1
3309,4,0.035416666666666666,1,3,0.035416666666666666,1,0
1505,5,0.03138888888888889,1,5,0.03208333333333333,1,0
5096,13,0.034722222222222224,3,3,0.034861111111111114,3,0
1807,20,0.034444444444444444,6,4,0.03305555555555555,6,1
5024,13,0.03194444444444444,3,4,0.03125,3,1
8244,6,0.03763888888888889,1,4,0.03680555555555556,1,0
3792,7,0.034027777777777775,1,5,0.03680555555555556,1,0
1122,11,0.035,3,5,0.03375,2,1
