row_id,efficiency_binning_quantile,eff_times_minutes_binning_quantile,eff_per_point_binning_quantile,plus_minus_binning_quantile,opponent_freq,eff_per_min_binning_quantile,target
8223,9,2,2,7,0.03194444444444444,6,0
3383,1,1,3,1,0.030972222222222224,1,0
6852,8,2,2,4,0.03347222222222222,6,0
4694,5,2,5,1,0.034722222222222224,4,0
1444,6,3,6,3,0.034583333333333334,2,0
5360,2,1,2,6,0.034861111111111114,1,0
6707,1,1,1,7,0.03236111111111111,1,0
1478,15,5,2,5,0.035,5,1
2040,16,6,3,5,0.035555555555555556,3,1
1174,19,6,3,3,0.029722222222222223,4,1
5538,17,5,1,3,0.034583333333333334,5,1
8239,15,4,2,7,0.029722222222222223,6,1
8349,14,5,2,7,0.029722222222222223,3,1
4897,1,1,3,6,0.03166666666666667,1,0
5121,16,5,2,1,0.034722222222222224,5,0
7149,1,1,6,1,0.03319444444444444,1,0
2894,10,4,1,3,0.034444444444444444,2,0
2670,20,6,5,5,0.03236111111111111,5,1
4232,10,4,5,7,0.03194444444444444,2,0
280,10,4,2,3,0.03763888888888889,2,1
7068,14,4,3,5,0.03194444444444444,5,0
5423,16,5,4,3,0.032916666666666664,4,1
4921,4,2,4,7,0.034027777777777775,3,1
2572,16,4,4,5,0.034444444444444444,6,1
8310,8,3,5,1,0.0375,2,1
1102,1,1,6,2,0.03347222222222222,1,0
569,16,5,5,7,0.03763888888888889,5,1
1695,3,1,3,5,0.03263888888888889,3,0
3183,20,6,5,6,0.03263888888888889,6,1
3772,5,2,6,2,0.034027777777777775,5,0
3594,3,1,6,1,0.03194444444444444,3,0
8358,18,6,1,3,0.034583333333333334,2,1
3297,7,3,4,5,0.035555555555555556,2,0
578,15,5,1,5,0.03319444444444444,3,1
60,16,5,2,6,0.03347222222222222,4,1
8150,18,6,2,2,0.034861111111111114,5,1
788,10,4,5,5,0.03236111111111111,3,0
3724,11,4,3,7,0.03194444444444444,4,0
4285,11,4,4,1,0.035555555555555556,4,0
3207,1,1,6,3,0.035555555555555556,2,0
6256,14,4,6,1,0.034027777777777775,5,0
5268,5,3,1,2,0.03763888888888889,1,0
5946,7,3,5,7,0.03166666666666667,2,1
7225,14,5,1,7,0.0375,2,0
3470,14,5,3,7,0.03166666666666667,3,1
3323,18,6,4,6,0.03763888888888889,4,1
7189,17,6,4,3,0.032916666666666664,4,1
4699,12,4,5,6,0.034583333333333334,4,1
336,3,1,2,3,0.035694444444444445,2,0
7163,14,5,3,2,0.0375,3,0
4627,18,6,2,4,0.03180555555555555,3,1
3525,15,5,2,4,0.035694444444444445,3,1
4938,13,4,4,5,0.03319444444444444,4,0
468,3,1,6,6,0.035416666666666666,3,0
185,9,3,6,5,0.034027777777777775,4,0
3657,15,5,5,5,0.03347222222222222,4,1
4373,17,6,6,1,0.03319444444444444,3,1
421,3,2,3,2,0.03263888888888889,2,0
2351,14,4,6,1,0.03138888888888889,6,0
554,15,5,1,4,0.034444444444444444,3,1
1398,18,6,6,3,0.035694444444444445,4,1
1385,14,3,5,7,0.029722222222222223,6,1
3574,16,5,6,1,0.035555555555555556,4,1
4058,15,6,5,5,0.034444444444444444,2,1
1761,17,6,2,5,0.03347222222222222,4,1
3510,15,5,3,6,0.030972222222222224,3,1
298,5,2,2,6,0.032916666666666664,4,0
444,14,5,2,6,0.035416666666666666,2,0
778,10,4,1,2,0.03319444444444444,2,0
1120,19,6,2,1,0.03208333333333333,5,0
5228,10,3,5,3,0.029722222222222223,6,0
7740,16,6,5,1,0.03138888888888889,4,1
6089,9,3,1,7,0.03263888888888889,5,0
1922,17,6,3,3,0.0375,3,1
656,13,4,5,5,0.03763888888888889,4,0
8229,12,4,2,2,0.03194444444444444,5,0
2230,4,2,1,2,0.035694444444444445,1,0
7489,9,4,5,5,0.03347222222222222,2,1
2843,1,1,6,4,0.034722222222222224,1,0
2538,7,2,4,4,0.032916666666666664,6,0
6119,17,6,2,2,0.03763888888888889,2,0
6772,20,6,3,7,0.03208333333333333,6,1
2541,2,1,4,2,0.03138888888888889,1,0
3910,8,2,6,4,0.03194444444444444,6,1
5188,16,6,1,7,0.034722222222222224,3,1
2458,12,5,5,5,0.034722222222222224,1,1
2579,8,3,1,1,0.035416666666666666,4,0
7581,7,2,3,3,0.03208333333333333,4,0
3456,8,3,2,2,0.03180555555555555,2,0
7838,12,4,5,6,0.03236111111111111,4,0
2759,8,4,2,7,0.03763888888888889,1,0
6578,4,2,1,1,0.035555555555555556,3,0
5930,1,1,6,5,0.034861111111111114,6,0
559,8,3,1,5,0.03180555555555555,3,0
321,16,6,4,6,0.03138888888888889,3,1
3040,1,1,2,2,0.030972222222222224,1,0
1372,13,5,1,3,0.034583333333333334,2,0
8656,1,1,4,6,0.03263888888888889,1,0
908,6,1,6,3,0.03180555555555555,6,0
5332,13,5,1,3,0.03208333333333333,3,1
1434,14,5,5,1,0.035555555555555556,3,1
7794,4,2,1,7,0.0375,3,0
5397,14,5,5,7,0.035555555555555556,3,1
8415,11,4,2,5,0.03208333333333333,2,1
7298,14,4,4,7,0.030972222222222224,5,1
6851,11,2,4,6,0.029722222222222223,6,0
3160,7,1,4,1,0.03138888888888889,6,0
6941,16,6,3,2,0.030972222222222224,3,1
927,8,1,5,4,0.035416666666666666,6,0
4952,11,4,1,3,0.03208333333333333,2,0
2471,1,1,4,3,0.034583333333333334,1,0
16,8,2,1,7,0.034722222222222224,5,0
144,2,1,4,3,0.034722222222222224,6,0
7815,13,5,5,1,0.03180555555555555,2,1
2364,3,2,1,1,0.029722222222222223,1,0
5263,2,1,6,5,0.03347222222222222,4,0
7785,3,1,2,1,0.035694444444444445,3,0
1162,8,2,6,1,0.030972222222222224,6,0
4722,1,1,1,6,0.03347222222222222,1,0
3350,17,6,3,2,0.03236111111111111,2,1
4412,20,6,4,3,0.03208333333333333,6,1
5387,4,2,6,3,0.03138888888888889,4,0
1205,12,4,3,4,0.03194444444444444,3,1
6828,2,1,3,3,0.035694444444444445,2,0
1363,7,3,2,1,0.030972222222222224,2,0
4281,2,1,1,1,0.03236111111111111,2,0
1213,17,5,5,1,0.032916666666666664,5,1
1877,3,1,5,3,0.032916666666666664,4,0
7928,9,4,4,2,0.03208333333333333,1,0
7221,16,5,4,1,0.03347222222222222,6,1
7385,3,1,4,2,0.03194444444444444,2,0
7608,11,4,1,1,0.030972222222222224,3,0
7966,16,5,3,5,0.03138888888888889,4,0
7400,9,3,6,6,0.034583333333333334,3,1
1171,20,6,5,7,0.03138888888888889,6,1
580,11,4,6,6,0.03194444444444444,2,1
2183,7,3,4,2,0.035694444444444445,3,0
4023,3,1,4,3,0.03166666666666667,2,0
3625,9,4,1,7,0.034027777777777775,1,0
3886,15,5,6,7,0.03194444444444444,4,1
1834,12,5,1,4,0.03138888888888889,2,0
6721,16,5,3,2,0.035555555555555556,3,0
1826,16,5,4,1,0.032916666666666664,6,1
6463,10,5,2,1,0.03208333333333333,1,1
1860,11,4,5,3,0.03763888888888889,2,0
3743,3,1,6,1,0.03138888888888889,4,0
3616,19,6,3,5,0.03138888888888889,5,1
2686,14,5,2,7,0.03236111111111111,2,1
5126,3,1,6,7,0.03208333333333333,5,0
3750,2,1,6,4,0.034027777777777775,6,0
4529,3,1,3,4,0.035416666666666666,4,0
3122,19,6,3,5,0.035,4,1
388,8,3,4,1,0.03180555555555555,2,0
7140,3,1,4,1,0.030972222222222224,6,0
1033,20,6,3,3,0.030972222222222224,6,1
6315,12,4,5,2,0.034583333333333334,5,0
2489,12,4,4,2,0.03166666666666667,4,0
2287,11,2,6,3,0.03263888888888889,6,1
3188,8,4,6,4,0.035555555555555556,1,0
2630,18,6,4,3,0.03138888888888889,5,1
3814,9,3,3,1,0.03236111111111111,4,0
6212,1,1,5,2,0.030972222222222224,3,0
3059,9,5,3,2,0.035,1,0
4880,19,6,6,7,0.03236111111111111,4,1
932,4,2,6,6,0.03763888888888889,4,0
6587,12,4,1,7,0.0375,3,0
692,5,2,6,3,0.03180555555555555,5,0
7763,11,4,3,2,0.034027777777777775,4,0
1892,18,6,5,4,0.035555555555555556,4,1
2269,7,2,1,1,0.03208333333333333,4,0
5367,7,3,4,3,0.03763888888888889,1,0
830,14,5,3,5,0.03208333333333333,2,1
5181,17,5,3,4,0.030972222222222224,5,1
7883,20,6,4,4,0.03166666666666667,5,1
3686,13,3,6,4,0.034861111111111114,6,1
8493,20,6,2,2,0.034444444444444444,5,1
45,8,3,3,1,0.03194444444444444,5,0
3102,18,6,2,3,0.035694444444444445,4,1
4231,9,3,6,5,0.032916666666666664,6,0
3013,17,5,3,7,0.034027777777777775,6,1
3455,3,1,1,4,0.03208333333333333,6,0
3356,11,4,3,3,0.0375,4,0
224,1,1,1,7,0.035694444444444445,1,0
2966,8,3,6,7,0.03208333333333333,5,0
1188,4,2,6,7,0.034583333333333334,1,0
7123,9,2,4,3,0.0375,6,1
838,10,3,6,5,0.035694444444444445,4,1
3397,1,1,6,5,0.034444444444444444,1,0
1684,13,3,4,6,0.034583333333333334,6,1
7524,3,1,6,7,0.03319444444444444,6,0
3060,14,4,2,4,0.03236111111111111,6,1
7767,5,2,5,3,0.03236111111111111,2,0
6937,16,6,3,4,0.03208333333333333,3,0
64,10,4,4,3,0.0375,3,0
3093,8,3,1,4,0.034722222222222224,2,0
618,20,6,5,4,0.03138888888888889,4,1
5016,2,1,6,6,0.03208333333333333,5,0
6362,15,4,6,5,0.03180555555555555,5,1
228,10,4,1,6,0.03347222222222222,3,0
5041,12,4,5,3,0.03194444444444444,4,1
6916,6,2,3,3,0.03208333333333333,4,0
8056,11,5,2,1,0.03319444444444444,1,0
3196,1,1,1,5,0.03138888888888889,1,0
7595,13,4,3,5,0.03208333333333333,4,0
5340,15,5,4,4,0.0375,3,1
4514,5,2,6,3,0.03194444444444444,3,0
970,9,4,4,1,0.034861111111111114,1,0
1806,3,2,1,3,0.0375,1,0
2448,16,5,1,4,0.035694444444444445,5,0
926,3,1,2,7,0.034722222222222224,4,0
6789,3,1,1,3,0.03208333333333333,4,0
5815,1,1,1,3,0.034583333333333334,1,0
5194,11,4,5,4,0.03208333333333333,4,0
8834,4,2,2,2,0.03166666666666667,3,0
4533,7,3,1,5,0.03208333333333333,2,0
2852,3,1,2,1,0.035694444444444445,6,0
7294,5,2,3,5,0.032916666666666664,3,0
4170,13,4,4,3,0.0375,5,0
1861,19,6,6,1,0.035416666666666666,6,1
5936,7,2,1,1,0.035555555555555556,5,0
4809,20,6,5,3,0.03138888888888889,5,1
6280,6,3,6,4,0.03138888888888889,1,1
7539,7,3,5,1,0.03194444444444444,1,0
6675,3,2,4,1,0.035555555555555556,2,0
253,20,6,2,3,0.03194444444444444,5,1
8104,3,1,6,3,0.03194444444444444,6,0
6353,5,2,1,3,0.030972222222222224,2,0
1790,4,2,3,3,0.03347222222222222,2,0
6741,8,3,2,5,0.03208333333333333,2,0
2060,6,3,5,2,0.03180555555555555,2,0
7155,3,1,4,3,0.034583333333333334,3,0
3048,7,2,5,2,0.030972222222222224,4,0
3544,10,3,1,3,0.034583333333333334,5,0
5842,12,4,2,4,0.035,3,1
1903,5,3,3,3,0.03236111111111111,1,0
2751,15,4,4,1,0.03180555555555555,6,1
2120,2,1,5,5,0.0375,1,0
7227,13,5,3,4,0.03263888888888889,2,1
8006,9,3,3,7,0.03180555555555555,3,1
3980,1,1,1,4,0.035416666666666666,1,0
2690,3,1,1,1,0.03208333333333333,2,0
5849,7,2,3,4,0.03347222222222222,4,0
4276,5,2,1,2,0.03194444444444444,5,0
1924,13,5,3,2,0.035,2,0
5578,2,1,6,7,0.03763888888888889,2,0
76,16,5,4,5,0.030972222222222224,5,0
2346,6,3,5,7,0.03236111111111111,2,0
2352,5,2,3,7,0.03194444444444444,5,0
6743,18,6,4,1,0.03263888888888889,5,1
431,19,6,6,1,0.035,5,1
6671,12,5,5,2,0.035416666666666666,2,0
8823,10,4,5,5,0.034861111111111114,3,0
5533,8,2,2,4,0.03166666666666667,6,0
5429,5,1,1,5,0.0375,6,0
8457,8,2,1,4,0.029722222222222223,6,0
4025,14,5,3,4,0.030972222222222224,4,1
7371,12,5,2,6,0.034027777777777775,1,0
6548,2,1,6,5,0.035,2,0
6665,16,5,2,5,0.035555555555555556,5,1
3413,14,3,3,5,0.035,6,1
6147,10,3,4,2,0.0375,5,0
241,5,2,6,3,0.03347222222222222,2,0
784,6,2,1,7,0.034861111111111114,3,0
1355,6,1,6,1,0.035416666666666666,6,0
3067,3,1,1,5,0.029722222222222223,2,0
6381,5,2,6,1,0.035416666666666666,2,0
978,14,5,4,6,0.03180555555555555,3,1
810,7,2,3,4,0.03763888888888889,4,1
2169,13,4,6,3,0.03208333333333333,4,1
4813,16,5,6,1,0.0375,5,1
4705,11,4,3,5,0.034444444444444444,2,1
1600,7,2,4,5,0.03236111111111111,6,1
2942,9,2,6,6,0.030972222222222224,6,1
3965,3,1,4,1,0.034722222222222224,2,0
3669,19,6,6,1,0.030972222222222224,5,1
7679,7,2,4,1,0.03236111111111111,6,0
685,6,3,2,1,0.03208333333333333,1,0
6503,14,5,5,4,0.03236111111111111,4,0
6129,14,5,6,4,0.035555555555555556,3,1
1621,1,1,1,2,0.032916666666666664,1,0
7158,18,5,4,4,0.035555555555555556,6,1
1483,6,2,6,7,0.03180555555555555,6,0
2147,14,5,3,3,0.035416666666666666,2,1
1802,16,6,3,6,0.03138888888888889,3,1
2096,13,4,2,5,0.0375,5,0
4892,13,4,5,4,0.03236111111111111,5,0
1358,20,6,3,4,0.034027777777777775,4,1
6479,19,6,1,7,0.035694444444444445,4,1
4129,6,3,3,1,0.03194444444444444,1,0
6241,9,4,4,1,0.029722222222222223,1,0
8467,3,2,4,2,0.029722222222222223,1,0
4439,20,6,5,7,0.03138888888888889,5,1
4562,6,3,3,1,0.035555555555555556,2,0
3870,3,1,3,5,0.03208333333333333,5,0
4387,7,2,3,3,0.0375,6,1
1610,11,4,3,3,0.034583333333333334,3,1
4899,19,6,5,1,0.029722222222222223,5,1
495,12,4,2,2,0.034722222222222224,5,0
3722,5,3,2,5,0.0375,1,0
3320,4,2,4,7,0.035416666666666666,3,0
3663,10,5,1,4,0.03208333333333333,1,0
2018,1,1,1,1,0.03194444444444444,1,0
4846,8,3,4,7,0.03180555555555555,2,1
2329,20,6,2,6,0.035555555555555556,3,1
30,7,2,6,1,0.03236111111111111,6,0
7568,1,1,2,2,0.03263888888888889,1,0
4344,7,3,5,1,0.030972222222222224,3,1
8820,9,3,4,4,0.030972222222222224,4,0
3119,5,2,1,1,0.03194444444444444,2,0
1093,1,1,1,4,0.03319444444444444,1,0
3247,11,3,4,4,0.035694444444444445,6,1
125,13,5,4,6,0.034444444444444444,2,0
8645,16,5,6,1,0.03194444444444444,6,1
8459,9,3,4,7,0.03208333333333333,4,0
4272,17,5,2,7,0.03208333333333333,5,1
5992,18,6,2,7,0.034861111111111114,5,1
8850,20,6,3,4,0.03208333333333333,6,1
2299,19,6,3,5,0.034027777777777775,5,1
8510,12,5,2,2,0.032916666666666664,2,0
1554,16,5,1,6,0.03180555555555555,4,0
8231,1,1,1,2,0.035694444444444445,1,0
3342,1,1,5,2,0.034027777777777775,4,0
599,9,2,1,4,0.032916666666666664,6,0
2124,17,6,4,7,0.03319444444444444,4,1
7425,5,3,1,7,0.035694444444444445,1,0
1417,6,3,2,2,0.03263888888888889,2,0
4740,12,3,5,2,0.03208333333333333,6,1
6346,19,6,5,5,0.032916666666666664,5,1
5716,18,4,4,1,0.0375,6,1
8268,2,1,4,3,0.035,1,0
5681,5,2,1,7,0.035555555555555556,3,1
7896,7,2,2,1,0.03263888888888889,6,0
8753,18,6,2,5,0.029722222222222223,4,1
2198,19,6,3,4,0.03194444444444444,4,1
4878,9,4,2,2,0.03194444444444444,2,0
3363,16,4,2,1,0.03166666666666667,6,0
5519,12,4,4,4,0.035555555555555556,3,0
726,12,4,4,5,0.035694444444444445,4,1
6448,10,3,2,3,0.03194444444444444,5,0
4029,13,4,6,4,0.03319444444444444,5,1
809,16,5,4,4,0.03194444444444444,4,1
3904,4,2,3,3,0.035694444444444445,2,0
7955,6,3,1,3,0.0375,2,0
959,1,1,4,1,0.03194444444444444,1,0
6659,9,2,5,3,0.035694444444444445,6,0
8997,3,2,4,6,0.03236111111111111,2,0
8836,6,1,1,3,0.0375,6,0
811,9,4,2,7,0.03763888888888889,1,0
8047,17,5,6,1,0.03236111111111111,5,1
835,6,2,6,3,0.03208333333333333,4,0
4055,4,2,3,2,0.03763888888888889,2,0
2424,11,5,3,1,0.035694444444444445,1,0
6115,11,4,2,2,0.03319444444444444,3,0
3818,16,5,1,3,0.0375,4,0
1236,10,4,3,3,0.0375,3,1
1226,3,1,6,4,0.034027777777777775,3,0
6452,8,4,1,6,0.0375,1,0
6709,19,6,5,4,0.030972222222222224,5,1
8364,11,4,3,5,0.035555555555555556,3,0
4701,11,3,1,5,0.035,5,0
4101,16,5,4,2,0.03138888888888889,4,1
3218,1,1,2,4,0.03319444444444444,2,0
6181,6,2,3,5,0.034722222222222224,4,0
288,9,2,3,1,0.03208333333333333,6,1
3990,2,1,3,2,0.034861111111111114,1,0
2967,1,1,2,7,0.03180555555555555,1,0
3165,9,2,4,4,0.03194444444444444,6,0
4833,15,4,5,2,0.032916666666666664,6,0
8876,11,3,5,3,0.03208333333333333,6,1
7161,10,4,1,4,0.03208333333333333,2,0
1658,5,2,3,5,0.03194444444444444,2,0
1976,3,1,4,5,0.035416666666666666,2,0
2398,6,2,1,3,0.03347222222222222,3,0
453,15,5,2,3,0.03208333333333333,3,0
6453,17,6,1,5,0.030972222222222224,4,1
5718,8,3,3,5,0.03319444444444444,4,0
7546,16,5,5,3,0.030972222222222224,5,1
5174,1,1,1,7,0.03194444444444444,1,0
2620,19,6,3,1,0.034722222222222224,4,1
423,8,2,6,2,0.03347222222222222,6,1
7639,13,5,4,4,0.03138888888888889,2,1
1221,8,3,1,5,0.03763888888888889,2,0
2930,13,3,6,4,0.034444444444444444,6,1
658,14,4,2,2,0.03208333333333333,6,1
3302,16,5,6,4,0.03180555555555555,6,1
5326,10,4,5,2,0.035555555555555556,3,1
2846,4,2,4,6,0.03208333333333333,3,0
3024,16,6,4,2,0.034444444444444444,3,1
6224,16,6,5,6,0.03319444444444444,3,1
8672,12,3,3,2,0.034861111111111114,6,0
1002,14,5,4,7,0.03138888888888889,4,1
103,18,6,1,4,0.034027777777777775,2,1
2419,16,6,6,4,0.03194444444444444,2,0
7566,3,2,1,5,0.03166666666666667,2,0
6121,6,2,4,5,0.03319444444444444,5,0
6786,2,1,4,1,0.03347222222222222,3,0
1581,11,3,4,5,0.03194444444444444,6,1
4056,6,2,3,1,0.030972222222222224,6,0
2207,6,2,2,7,0.034861111111111114,5,0
171,19,6,4,1,0.034583333333333334,3,1
8314,5,3,5,5,0.03208333333333333,1,0
136,5,2,6,4,0.03194444444444444,5,0
758,6,2,2,5,0.030972222222222224,5,0
5521,5,2,5,5,0.03208333333333333,2,0
1311,20,6,1,5,0.030972222222222224,5,1
1218,4,2,5,1,0.03138888888888889,2,0
2285,12,4,6,1,0.03236111111111111,3,0
8089,3,1,5,4,0.034722222222222224,5,0
2906,15,5,1,5,0.03236111111111111,3,1
5516,16,6,4,2,0.03319444444444444,3,1
3556,12,5,3,1,0.03166666666666667,2,0
5604,15,5,5,5,0.03347222222222222,2,1
1936,3,1,2,4,0.035,6,0
6347,14,4,2,5,0.034444444444444444,5,1
4057,16,5,4,3,0.03138888888888889,6,1
4040,2,1,1,4,0.03236111111111111,3,0
808,12,4,2,1,0.03347222222222222,3,1
2046,18,6,3,6,0.035555555555555556,5,1
5613,9,4,1,2,0.029722222222222223,2,0
463,10,4,5,3,0.035416666666666666,2,0
2928,3,1,1,1,0.03180555555555555,3,0
1957,9,2,6,6,0.034722222222222224,6,0
2446,19,6,2,3,0.035555555555555556,3,1
5517,8,4,1,4,0.034861111111111114,1,0
4718,9,3,4,2,0.03347222222222222,3,0
4948,7,2,3,6,0.03347222222222222,5,1
3236,17,6,2,5,0.03319444444444444,2,1
800,20,6,4,7,0.035555555555555556,4,1
2403,7,3,6,4,0.034722222222222224,1,0
4619,11,4,4,3,0.03138888888888889,3,1
1074,3,2,2,5,0.03166666666666667,1,0
4435,1,1,4,2,0.035,1,0
6549,17,6,2,2,0.03180555555555555,2,1
145,1,1,5,3,0.0375,1,0
6602,3,2,1,6,0.03319444444444444,1,0
1341,2,1,1,6,0.034027777777777775,2,0
4099,12,4,5,2,0.03208333333333333,3,0
7589,4,1,4,7,0.034861111111111114,6,0
2092,14,6,3,5,0.03208333333333333,1,1
6862,15,5,2,5,0.03763888888888889,3,0
5675,7,3,1,6,0.03138888888888889,2,0
5795,14,4,4,7,0.03138888888888889,6,1
5472,16,6,4,7,0.03263888888888889,3,1
5826,20,6,5,3,0.03263888888888889,5,1
5961,1,1,1,3,0.03208333333333333,1,0
3541,1,1,5,7,0.03166666666666667,2,0
4739,4,2,2,1,0.034583333333333334,1,0
5508,10,4,1,5,0.03236111111111111,2,1
1004,7,3,3,3,0.03263888888888889,2,0
4369,5,2,5,3,0.03208333333333333,5,0
5843,11,5,1,2,0.03236111111111111,1,0
5108,5,2,3,5,0.03347222222222222,2,0
3471,5,2,3,5,0.035416666666666666,5,0
4271,18,6,3,5,0.035555555555555556,5,1
556,2,1,1,1,0.03166666666666667,2,0
3892,8,2,6,1,0.03236111111111111,6,0
4824,1,1,4,4,0.035694444444444445,1,0
8215,7,2,6,1,0.03263888888888889,6,0
1486,4,2,1,3,0.03180555555555555,1,0
7001,7,1,6,3,0.034583333333333334,6,0
1273,12,4,3,2,0.03194444444444444,3,1
7346,13,5,4,6,0.034444444444444444,3,1
1412,3,2,1,5,0.03180555555555555,3,0
8419,1,1,1,1,0.029722222222222223,1,0
754,18,5,4,4,0.034027777777777775,6,1
1472,8,2,1,1,0.035555555555555556,6,0
4327,5,3,1,7,0.03263888888888889,1,0
7651,13,5,3,4,0.035694444444444445,2,1
8946,18,6,2,3,0.03236111111111111,3,1
6948,6,3,1,6,0.035,2,0
3077,4,1,1,6,0.0375,5,0
5654,16,6,6,2,0.035555555555555556,2,1
6450,3,1,5,4,0.034444444444444444,4,0
3289,12,3,2,6,0.0375,6,1
4754,3,2,6,7,0.03194444444444444,1,0
7434,8,3,2,7,0.03319444444444444,3,0
982,3,2,1,3,0.035694444444444445,1,0
8242,16,5,6,5,0.029722222222222223,5,1
4120,16,5,3,2,0.03347222222222222,5,1
2723,18,6,5,4,0.03194444444444444,4,1
8420,10,4,3,1,0.03194444444444444,2,0
1269,11,3,2,2,0.03194444444444444,5,0
2463,8,3,4,7,0.035694444444444445,2,0
4406,17,6,4,2,0.03208333333333333,3,1
269,18,5,2,3,0.03347222222222222,5,1
655,3,1,6,2,0.029722222222222223,5,0
5524,10,3,6,4,0.03347222222222222,5,0
5071,10,3,5,4,0.03138888888888889,4,1
8214,16,6,4,7,0.035555555555555556,3,1
2414,3,2,1,6,0.03138888888888889,1,0
6005,11,3,2,2,0.034583333333333334,6,0
2822,19,6,6,5,0.03208333333333333,3,1
429,10,5,1,3,0.03319444444444444,1,0
590,9,4,1,6,0.03194444444444444,1,0
496,14,5,3,5,0.03319444444444444,2,1
4033,3,2,6,3,0.035555555555555556,2,0
4229,12,5,3,1,0.035,1,1
5370,4,2,6,6,0.030972222222222224,1,0
5404,16,5,5,3,0.03208333333333333,5,1
6158,20,6,5,4,0.03166666666666667,4,1
6411,11,3,6,3,0.035555555555555556,5,1
529,8,3,5,5,0.03763888888888889,3,0
1809,12,5,1,4,0.03194444444444444,1,1
7750,3,1,4,4,0.03236111111111111,3,0
2056,5,1,6,5,0.035555555555555556,6,0
1232,12,3,4,6,0.035694444444444445,6,0
2029,13,5,3,5,0.03180555555555555,2,0
5494,14,5,1,1,0.035555555555555556,3,0
678,15,5,6,3,0.03208333333333333,5,1
7096,16,4,5,2,0.03138888888888889,6,1
6594,9,3,2,5,0.035416666666666666,4,0
6417,20,6,3,2,0.035555555555555556,6,1
8407,4,3,1,4,0.035,1,0
7441,6,2,6,2,0.029722222222222223,3,1
2742,6,4,1,7,0.03208333333333333,1,0
4092,8,3,3,7,0.032916666666666664,2,0
4012,13,5,3,5,0.03194444444444444,2,1
8806,19,6,5,1,0.035,3,1
2433,3,1,6,3,0.035555555555555556,6,0
5093,16,5,4,4,0.035694444444444445,5,1
5389,20,6,6,1,0.03138888888888889,5,1
552,15,5,6,7,0.030972222222222224,3,1
5023,12,5,3,1,0.03763888888888889,2,0
4043,12,4,5,7,0.03208333333333333,3,1
3784,14,4,4,7,0.03208333333333333,6,1
1612,9,4,1,5,0.03194444444444444,2,0
4422,3,1,4,3,0.035,5,0
5212,13,4,4,3,0.03194444444444444,4,1
8246,16,5,4,5,0.03194444444444444,3,1
3795,1,1,6,3,0.03319444444444444,2,0
674,19,6,5,7,0.03236111111111111,4,1
7179,6,3,2,4,0.03208333333333333,1,0
4882,9,4,2,5,0.035694444444444445,2,0
7021,10,4,5,1,0.03208333333333333,3,1
5072,2,2,2,1,0.03236111111111111,1,0
8515,7,3,6,7,0.03263888888888889,3,1
4589,3,1,6,6,0.03208333333333333,2,0
606,5,3,1,5,0.034027777777777775,1,0
5730,1,1,5,5,0.035694444444444445,1,0
7052,11,3,4,5,0.03319444444444444,6,1
5779,1,1,1,6,0.03166666666666667,1,0
1469,14,5,6,3,0.03347222222222222,2,0
7884,7,2,1,2,0.03763888888888889,6,0
1983,8,3,2,2,0.034861111111111114,4,0
4786,8,2,3,5,0.03208333333333333,6,0
891,13,5,4,5,0.035555555555555556,3,0
6833,5,3,1,2,0.03208333333333333,1,0
8016,10,4,5,2,0.034027777777777775,2,1
844,2,1,3,2,0.03319444444444444,4,0
2156,14,4,3,4,0.035555555555555556,5,1
4774,8,3,2,7,0.034444444444444444,3,0
8795,5,2,5,4,0.03194444444444444,4,0
2078,11,3,2,5,0.03236111111111111,6,0
5585,11,3,6,5,0.03236111111111111,6,1
5007,1,1,1,7,0.0375,1,0
5475,2,2,1,1,0.03347222222222222,1,0
3521,11,4,1,2,0.03319444444444444,4,0
4695,19,6,4,3,0.03319444444444444,3,1
2800,10,4,5,1,0.035555555555555556,3,0
5833,2,1,1,3,0.034444444444444444,4,0
585,16,6,6,1,0.03194444444444444,3,1
3269,13,5,1,1,0.035555555555555556,3,0
8389,1,1,1,3,0.034722222222222224,1,0
4003,18,5,5,2,0.035,6,1
5437,18,6,2,2,0.03138888888888889,4,0
4126,15,4,6,6,0.03263888888888889,6,1
5825,14,5,3,1,0.030972222222222224,2,0
8183,16,5,5,3,0.03763888888888889,5,1
6262,18,6,1,3,0.03347222222222222,3,1
4163,16,5,5,5,0.034444444444444444,4,1
4536,11,3,3,7,0.03194444444444444,5,0
6006,4,1,4,4,0.034861111111111114,5,0
4587,6,4,1,3,0.029722222222222223,1,0
4211,19,6,3,6,0.03138888888888889,5,1
8825,14,5,3,1,0.03138888888888889,3,0
2551,1,1,2,4,0.030972222222222224,2,0
6908,16,5,3,3,0.034027777777777775,4,1
6313,15,4,3,4,0.03208333333333333,6,1
345,15,4,5,2,0.034027777777777775,6,1
2186,12,5,1,3,0.034444444444444444,1,0
5166,20,6,3,5,0.03194444444444444,6,1
7013,12,4,2,7,0.034444444444444444,4,1
6426,16,4,6,4,0.03208333333333333,6,1
3839,16,5,1,4,0.035416666666666666,5,1
8704,3,2,2,5,0.035416666666666666,1,0
872,7,3,3,2,0.030972222222222224,4,1
4464,6,2,3,6,0.03236111111111111,5,0
8477,17,5,4,4,0.03194444444444444,5,1
5890,3,2,6,3,0.03263888888888889,1,0
8693,13,4,3,6,0.03208333333333333,5,1
91,17,5,4,5,0.032916666666666664,6,1
